item_id,order_id,product_id,quantity,unit_price,discount_percent
182,45,P0255,1,4397.54,18.58
183,155,P0090,3,649.93,39.25
184,228,P0260,2,222.18,24.13
185,175,P0473,5,2469.01,43.69
186,74,P0394,3,4371.82,41.11
187,68,P0106,5,3650.4,22.97
188,160,P0478,5,315.75,42.41
189,456,P0024,1,605.2,38.31
190,389,P0160,-3,3230.37,10.49
191,142,P0273,2,1663.83,22.06
192,81,P0141,1,660.86,47.91
193,106,P0278,5,1816.56,15.92
194,412,P0146,2,2913.01,8.56
195,174,P0277,3,2273.87,6.5
196,26,P0055,4,1979.64,4.31
197,306,P0457,4,3004.51,41.81
198,160,P0171,4,4105.47,35.64
199,473,P0387,5,3845.7,28.39
200,471,P0358,1,2394.55,22.78
201,486,P0115,4,804.24,44.79
202,201,P0094,3,3528.11,33.26
203,16,P0034,3,2429.14,17.57
204,145,P0394,4,1808.22,28.73
205,419,P0366,5,4004.11,16.29
206,273,P0237,1,2064.0,20.67
207,82,P0499,5,2463.64,3.3
208,303,P0221,2,3943.14,21.77
209,121,P0089,3,3346.8,3.89
210,59,P0304,5,3020.77,16.27
211,91,P0158,1,4783.83,3.48
212,306,P0395,1,4117.34,16.37
213,419,P0072,1,4447.58,45.16
214,339,P0077,1,2319.57,14.58
215,101,P0106,5,3439.43,15.83
216,348,P0156,5,4600.66,46.83
217,299,P0005,3,3096.3,25.52
218,32,P0190,2,4515.27,48.39
219,421,P0184,1,637.52,14.11
220,360,P0303,1,2031.91,15.91
221,223,P0280,4,1134.96,8.67
222,197,P0432,2,4629.96,42.0
223,447,P0344,2,715.19,0.58
224,454,P0250,1,3323.84,48.75
225,329,P0413,2,2137.69,22.8
226,320,P0093,5,2326.53,21.21
227,116,P0096,4,2181.38,0.37
228,122,P0365,4,2558.47,20.54
229,18,P0020,5,2883.93,35.24
230,493,P0354,1,492.31,36.51
231,385,P0399,5,1469.16,25.85
232,46,P0126,5,2415.01,37.08
233,277,P0409,1,2940.18,30.65
234,6,P0241,3,2324.77,45.3
235,216,P0181,5,4806.85,39.91
236,356,P0473,3,3028.42,15.2
237,323,P0243,5,2932.89,28.64
238,320,P0014,3,1505.4,4.13
239,402,P0143,5,1335.05,30.79
240,8,P0380,3,646.59,8.73
241,338,P0229,5,1911.86,8.77
242,410,P0271,2,4323.87,17.14
243,305,P0479,1,4126.45,41.88
244,122,P0339,4,2256.91,31.88
245,432,P0177,2,366.2,13.22
246,238,P0205,1,2433.54,23.81
247,350,P0362,5,2011.35,13.13
248,7,P0148,5,4643.39,22.44
249,350,P0490,3,300.99,45.89
250,222,P0313,3,4598.41,42.92
251,411,P0051,3,1351.19,29.21
252,384,P0124,4,3698.14,29.44
253,347,P0354,2,4966.75,15.66
254,426,P0035,1,158.61,4.88
255,180,P0113,1,3653.73,12.59
256,48,P0030,-1,4698.68,32.83
257,327,P0063,2,3569.57,6.0
258,337,P0392,5,4509.5,28.3
259,357,P0095,2,1341.35,23.35
260,473,P0142,1,3869.86,34.61
261,400,P0038,3,1458.71,3.12
262,31,P0133,4,4782.47,13.23
263,476,P0103,4,3090.48,8.92
264,277,P0394,4,2213.14,30.7
265,367,P0133,1,606.11,3.65
266,398,P0229,5,191.95,24.89
267,341,P0200,1,1405.54,35.0
268,264,P0363,4,4705.56,24.53
269,373,P0400,4,4080.15,3.5
270,489,P0353,-2,4108.09,24.1
271,184,P0171,5,3441.0,20.03
272,437,P0492,1,1766.31,42.06
273,91,P0284,3,292.72,19.21
274,200,P0459,2,623.16,34.44
275,324,P0225,4,3703.09,7.0
276,304,P0123,-2,2497.24,3.15
277,256,P0274,5,4828.27,40.59
278,29,P0173,1,3960.11,2.14
279,335,P0342,1,2663.29,47.0
280,297,P0120,5,4631.6,1.84
281,10,P0242,2,4545.18,30.92
282,67,P0008,2,944.02,2.5
283,50,P0234,3,3095.01,41.77
284,55,P0059,1,2536.0,39.96
285,104,P0219,2,1752.98,41.79
286,500,P0351,4,2922.24,6.87
287,304,P0089,2,1743.97,6.04
288,87,P0357,2,1912.64,8.25
289,21,P0069,2,589.84,42.37
290,81,P0009,5,4410.17,4.04
291,46,P0362,1,3293.6,44.35
292,406,P0396,4,2432.46,6.34
293,268,P0231,2,2118.95,46.9
294,306,P0093,5,3614.27,30.6
295,401,P0155,1,1804.48,0.23
296,272,P0049,2,3132.71,43.14
297,238,P0395,5,3169.67,10.41
298,408,P0077,1,3457.69,48.43
299,82,P0344,4,4621.1,2.7
300,223,P0129,3,1738.04,40.26
301,380,P0027,4,4631.82,8.79
302,60,P0037,1,4485.89,36.07
303,215,P0102,5,3760.73,44.92
304,167,P0117,2,580.51,36.89
305,113,P0038,2,2407.85,24.22
306,476,P0313,4,2329.46,19.37
307,100,P0324,2,1857.09,13.48
308,355,P0292,3,392.29,6.83
309,88,P0390,4,1783.52,44.32
310,407,P0327,5,4768.52,45.28
311,438,P0118,5,523.72,42.85
312,111,P0303,4,2420.1,23.14
313,377,P0447,1,1308.61,16.36
314,475,P0303,5,4736.64,45.69
315,23,P0021,1,4957.24,36.67
316,272,P0202,5,2448.42,39.9
317,124,P0043,1,2836.59,0.62
318,68,P0184,4,1549.37,32.38
319,343,P0157,-1,892.83,22.96
320,13,P0500,5,2328.72,38.59
321,447,P0190,4,3171.37,35.2
322,37,P0198,1,4477.83,16.65
323,386,P0139,1,3520.47,30.63
324,404,P0351,5,496.7,44.04
325,466,P0346,1,1883.55,2.58
326,317,P0021,4,1891.3,8.76
327,288,P0364,5,3890.52,6.92
328,59,P0333,3,2444.62,46.96
329,360,P0108,5,3790.55,38.04
330,137,P0258,3,3433.11,13.86
331,232,P0249,1,2557.11,41.48
332,348,P0423,4,2710.99,14.61
333,345,P0485,5,3496.79,48.9
334,453,P0235,1,527.81,19.53
335,490,P0040,2,635.89,13.8
336,448,P0105,2,2651.37,31.36
337,350,P0278,3,4665.44,23.7
338,331,P0011,4,1528.43,3.15
339,267,P0331,2,1745.8,28.94
340,341,P0357,3,2697.81,27.42
341,68,P0460,4,3967.81,8.59
342,191,P0498,3,1511.92,42.28
343,234,P0490,2,915.18,46.21
344,499,P0090,5,4212.73,34.64
345,60,P0022,2,4969.49,28.73
346,95,P0106,4,2856.19,1.73
347,76,P0191,3,2297.3,48.77
348,472,P0013,5,2082.36,24.97
349,476,P0164,2,864.66,48.51
350,170,P0332,5,3556.71,23.7
351,387,P0294,3,3367.75,39.98
352,58,P0375,4,2447.01,2.0
353,13,P0206,5,3125.86,11.02
354,29,P0312,3,3242.43,29.17
355,393,P0143,2,1059.01,4.18
356,491,P0045,4,4881.61,19.72
357,310,P0262,4,4722.67,45.42
358,367,P0438,3,2195.44,19.31
359,180,P0158,1,4889.87,43.72
360,455,P0228,1,3733.49,20.78
361,413,P0373,4,4854.77,21.19
362,301,P0307,4,521.78,10.39
363,269,P0172,4,423.97,48.0
364,210,P0328,4,4580.61,20.73
365,291,P0387,5,4582.87,9.96
366,252,P0022,4,4131.72,15.1
367,287,P0379,5,2370.91,1.34
368,154,P0490,1,3238.72,31.83
369,458,P0148,1,2144.07,24.59
370,392,P0142,-2,2515.95,48.53
371,298,P0247,5,2871.32,43.42
372,419,P0062,4,1928.69,36.65
373,84,P0298,1,386.7,15.98
374,28,P0140,2,1869.7,31.81
375,150,P0272,3,3230.84,3.84
376,94,P0392,2,563.09,37.63
377,162,P0424,5,4240.47,39.99
378,353,P0186,3,569.58,29.0
379,266,P0145,-2,1927.77,24.24
380,84,P0053,3,1167.59,25.17
381,287,P0315,2,3479.3,47.62
382,360,P0388,5,4032.64,20.87
383,68,P0473,1,185.16,17.41
384,227,P0456,3,4939.15,26.16
385,156,P0015,3,3747.86,5.93
386,73,P0353,2,1210.21,6.27
387,218,P0354,2,3838.82,5.59
388,388,P0221,1,308.33,5.39
389,241,P0061,5,4551.79,2.16
390,387,P0050,3,3933.62,46.0
391,103,P0095,2,3385.94,1.46
392,483,P0143,2,4749.08,17.39
393,400,P0374,2,3103.49,25.25
394,297,P0391,1,168.52,10.85
395,88,P0462,2,3794.69,0.22
396,472,P0259,1,4271.35,23.74
397,345,P0491,5,625.89,41.74
398,264,P0117,4,2097.13,38.07
399,57,P0267,3,765.97,38.11
400,21,P0043,3,1707.77,5.79
401,377,P0160,3,3466.53,42.05
402,149,P0438,2,2197.01,42.84
403,189,P0092,4,162.65,33.71
404,268,P0338,1,3414.94,5.96
405,303,P0053,4,3733.02,44.62
406,500,P0102,2,1759.3,29.75
407,430,P0218,4,3653.48,13.93
408,388,P0405,5,4024.82,47.16
409,309,P0487,3,2081.77,24.23
410,233,P0056,3,698.73,24.47
411,69,P0016,2,588.06,2.64
412,14,P0498,1,977.57,30.23
413,319,P0320,3,572.03,3.83
414,406,P0239,5,1089.47,33.1
415,278,P0176,4,4066.46,27.03
416,17,P0221,1,4412.62,5.96
417,193,P0227,4,2352.32,1.64
418,400,P0156,5,4435.03,8.21
419,367,P0200,4,2488.53,5.47
420,351,P0277,4,2903.83,23.8
421,201,P0135,2,2523.99,48.54
422,393,P0146,5,1670.37,1.41
423,188,P0179,1,4066.81,29.2
424,220,P0177,3,4960.53,20.6
425,127,P0121,1,3275.61,29.63
426,59,P0173,1,931.92,26.92
427,443,P0217,1,2883.44,45.07
428,241,P0302,-3,208.96,15.83
429,294,P0051,5,4060.8,5.0
430,258,P0416,2,3848.03,16.98
431,497,P0224,5,1088.62,31.77
432,275,P0110,1,1508.04,2.38
433,116,P0320,5,3740.15,4.6
434,173,P0140,5,429.62,40.06
435,178,P0408,4,475.64,41.19
436,222,P0340,5,2745.74,10.0
437,264,P0233,4,3390.65,27.38
438,265,P0442,1,1014.04,24.96
439,327,P0273,4,4063.77,42.64
440,373,P0321,4,393.42,10.03
441,78,P0383,4,3458.0,15.01
442,441,P0426,4,4564.58,31.7
443,147,P0331,4,886.86,34.34
444,59,P0077,2,1040.39,12.28
445,287,P0224,3,2167.89,45.28
446,70,P0015,2,1366.14,40.18
447,437,P0022,5,4822.56,24.29
448,460,P0043,1,1638.13,14.9
449,209,P0460,1,1880.83,32.87
450,430,P0371,1,4229.48,11.8
451,478,P0062,5,2657.59,41.45
452,453,P0047,5,1266.58,6.11
453,300,P0378,3,2010.76,37.42
454,112,P0074,2,623.39,10.71
455,131,P0442,3,2988.46,24.52
456,58,P0163,3,2774.15,23.74
457,451,P0402,2,4691.16,18.15
458,11,P0331,3,4837.35,30.29
459,404,P0344,1,1274.41,27.64
460,359,P0186,3,4525.47,34.26
461,440,P0227,5,2003.51,45.49
462,470,P0131,4,1574.35,46.82
463,441,P0456,2,885.11,21.94
464,393,P0330,3,2090.82,1.69
465,482,P0252,1,2408.35,20.65
466,449,P0471,3,4119.18,41.22
467,181,P0216,3,3050.37,40.67
468,15,P0391,3,355.28,32.08
469,70,P0002,4,2063.24,31.41
470,57,P0081,3,1323.06,35.68
471,352,P0211,2,3983.95,15.97
472,69,P0134,4,950.05,29.65
473,102,P0044,3,2131.03,9.09
474,453,P0293,4,1199.99,47.41
475,321,P0118,5,4543.54,48.71
476,437,P0087,2,343.94,30.9
477,46,P0491,5,1902.81,47.36
478,270,P0223,-1,3889.46,46.41
479,366,P0105,4,1033.67,43.1
480,254,P0196,3,737.98,42.82
481,422,P0145,5,3660.87,9.47
482,75,P0015,2,1521.95,13.09
483,128,P0190,5,2956.23,32.36
484,69,P0447,-1,1683.91,34.65
485,363,P0217,2,3706.91,12.81
486,27,P0171,1,4662.22,23.55
487,481,P0344,3,4839.33,29.91
488,259,P0318,-1,1966.59,48.88
489,457,P0287,3,301.51,8.97
490,477,P0174,2,4401.69,6.6
491,222,P0073,3,1375.99,15.66
492,499,P0428,2,1476.9,18.03
493,449,P0135,4,3103.36,38.08
494,224,P0458,3,908.42,36.84
495,78,P0285,4,4279.86,32.87
496,77,P0028,4,1226.32,1.79
497,240,P0224,3,668.52,44.76
498,183,P0364,4,2848.19,22.89
499,444,P0076,1,705.91,4.68
500,87,P0384,3,2592.82,13.64
501,498,P0003,5,2677.48,28.54
502,127,P0394,4,2540.74,4.72
503,349,P0349,-3,697.76,18.68
504,79,P0015,1,497.21,41.53
505,490,P0138,4,3011.6,0.29
506,487,P0232,1,1692.09,36.58
507,442,P0025,5,4027.63,14.15
508,281,P0488,1,3051.23,4.63
509,495,P0395,3,4341.03,4.46
510,400,P0207,2,1496.19,37.63
511,252,P0411,2,2218.56,40.32
512,309,P0068,3,1859.32,4.81
513,251,P0229,3,4438.52,23.82
514,47,P0388,5,2170.43,18.41
515,219,P0048,2,298.15,17.09
516,332,P0352,4,3596.81,46.53
517,269,P0043,5,1524.44,21.87
518,66,P0351,4,4524.23,42.08
519,292,P0025,5,2799.87,45.87
520,218,P0212,5,562.97,33.04
521,182,P0131,5,2969.28,38.43
522,339,P0237,1,979.81,9.11
523,214,P0449,4,3551.45,15.7
524,231,P0320,4,4058.39,17.07
525,41,P0383,2,4912.71,12.97
526,10,P0003,1,2035.18,0.67
527,208,P0445,4,3322.81,37.21
528,417,P0499,4,3122.05,34.53
529,45,P0065,4,762.06,9.54
530,97,P0440,1,231.39,24.06
531,224,P0432,2,3167.69,39.5
532,395,P0238,2,826.01,21.09
533,79,P0379,1,3542.73,48.19
534,231,P0300,-4,1288.89,14.74
535,5,P0053,4,3189.01,35.65
536,378,P0297,4,3019.61,27.72
537,205,P0249,3,2615.44,36.23
538,32,P0271,4,193.2,28.82
539,458,P0332,5,2143.97,23.67
540,331,P0178,4,2296.79,21.81
541,99,P0241,2,1784.85,11.61
542,351,P0174,2,4616.5,42.67
543,151,P0371,4,3585.79,47.99
544,410,P0498,3,4238.2,31.09
545,45,P0342,3,2466.16,8.66
546,52,P0407,2,2138.32,49.69
547,286,P0025,3,4996.38,17.94
548,82,P0090,3,4156.95,44.72
549,173,P0221,1,658.45,11.33
550,133,P0175,5,3945.94,38.47
551,78,P0437,5,3481.66,25.77
552,475,P0485,1,2245.35,22.86
553,401,P0313,1,3087.31,42.92
554,22,P0260,1,616.51,31.5
555,81,P0373,2,1531.4,22.08
556,446,P0051,5,856.05,18.19
557,104,P0225,2,4851.22,38.46
558,415,P0243,1,1772.47,25.25
559,367,P0387,1,2133.54,31.47
560,386,P0272,2,2166.44,11.41
561,210,P0460,4,2347.89,42.62
562,227,P0075,3,3873.74,35.88
563,44,P0174,5,1642.54,49.1
564,202,P0389,2,281.76,46.13
565,30,P0324,2,4902.23,39.95
566,215,P0206,5,4440.34,35.04
567,161,P0466,3,1786.37,41.35
568,76,P0359,5,2079.3,32.19
569,317,P0334,5,2266.5,17.26
570,452,P0155,4,512.98,26.87
571,379,P0451,4,717.43,49.6
572,262,P0283,3,1630.04,17.04
573,456,P0408,-2,2745.67,12.93
574,259,P0057,3,3686.73,42.08
575,182,P0064,3,333.89,32.55
576,294,P0378,1,125.55,16.95
577,298,P0290,2,3601.77,46.88
578,120,P0180,5,1566.09,33.35
579,366,P0194,5,2646.37,12.38
580,99,P0422,3,3914.89,22.72
581,425,P0211,2,501.54,3.11
582,229,P0040,2,1909.54,26.31
583,399,P0203,5,4372.87,29.22
584,353,P0477,4,4744.32,36.59
585,74,P0259,4,722.91,35.56
586,263,P0442,2,2692.79,34.72
587,383,P0081,4,4725.94,18.47
588,210,P0057,1,692.25,28.59
589,61,P0191,1,1594.13,18.72
590,406,P0074,3,796.49,29.48
591,157,P0456,1,1489.06,9.15
592,281,P0179,-4,431.07,2.23
593,290,P0232,4,4511.41,39.07
594,427,P0311,4,750.77,6.93
595,342,P0230,4,830.01,36.39
596,341,P0320,1,2107.18,11.64
597,24,P0491,4,3385.17,22.15
598,444,P0085,3,3565.32,28.6
599,64,P0330,3,2840.83,9.62
600,388,P0028,5,4790.73,26.09
601,10,P0062,4,3325.45,26.59
602,106,P0126,1,4165.48,41.95
603,414,P0274,5,3073.59,20.09
604,479,P0012,1,1765.79,9.03
605,163,P0196,1,1360.17,5.73
606,147,P0074,1,995.08,38.42
607,209,P0348,2,929.04,30.72
608,366,P0030,3,1560.32,4.94
609,166,P0133,2,1940.01,41.39
610,123,P0386,1,3025.32,11.82
611,198,P0487,5,663.9,3.03
612,34,P0248,4,241.64,31.68
613,494,P0301,1,3407.98,12.32
614,65,P0156,5,2884.4,22.3
615,496,P0073,5,1929.2,49.27
616,217,P0493,2,4566.31,22.59
617,493,P0425,1,3141.58,32.65
618,478,P0472,-2,2462.71,29.89
619,432,P0324,4,1142.5,42.03
620,379,P0274,3,2859.1,15.03
621,426,P0072,4,3652.86,49.94
622,259,P0491,4,4030.08,44.2
623,386,P0363,3,2318.32,12.3
624,236,P0492,3,3037.62,0.79
625,2,P0312,2,2434.99,45.07
626,459,P0357,2,3546.17,38.12
627,449,P0333,5,3291.21,26.93
628,181,P0498,4,4082.63,41.37
629,430,P0394,3,4078.16,49.19
630,480,P0099,1,2278.43,11.08
631,349,P0472,1,3575.07,9.58
632,414,P0368,5,1183.62,49.01
633,253,P0464,3,3549.83,30.3
634,421,P0327,1,2040.82,43.5
635,88,P0283,5,1049.47,36.94
636,34,P0302,5,728.41,3.25
637,439,P0117,3,4416.92,36.44
638,348,P0012,3,4960.56,34.65
639,349,P0287,5,4427.2,0.1
640,483,P0333,4,354.13,46.94
641,209,P0141,4,696.42,25.91
642,389,P0023,4,4430.63,11.23
643,273,P0230,3,1649.59,19.59
644,293,P0414,3,224.32,36.87
645,470,P0128,4,1064.7,16.46
646,50,P0015,1,2451.84,40.4
647,479,P0172,5,4218.49,12.36
648,175,P0427,4,366.72,16.68
649,398,P0308,2,3135.88,38.2
650,44,P0499,4,397.37,1.67
651,356,P0034,3,3934.97,3.1
652,313,P0321,4,2216.01,5.09
653,151,P0436,1,1969.13,4.79
654,307,P0404,4,3332.65,0.53
655,220,P0451,4,3139.03,5.06
656,169,P0301,1,1043.16,5.13
657,304,P0405,5,4219.82,45.22
658,132,P0182,2,2162.93,36.23
659,71,P0409,4,315.95,6.38
660,492,P0334,5,3796.43,15.56
661,76,P0241,5,1612.5,17.15
662,266,P0301,3,3322.62,7.23
663,428,P0287,2,4307.64,21.1
664,328,P0466,2,1086.18,3.42
665,356,P0355,2,4911.42,29.99
666,290,P0494,3,1744.74,14.98
667,233,P0449,3,3967.04,2.11
668,328,P0115,2,3496.78,23.33
669,377,P0394,2,4767.68,16.58
670,95,P0423,4,4950.4,18.14
671,285,P0059,1,797.77,22.02
672,185,P0023,5,4879.02,9.96
673,454,P0135,3,3622.3,16.99
674,101,P0012,5,962.78,13.09
675,347,P0071,-1,1956.72,39.37
676,108,P0157,1,2335.4,18.48
677,482,P0270,3,4887.8,49.88
678,34,P0061,4,807.72,46.21
679,194,P0356,2,1933.85,29.98
680,391,P0316,2,2977.9,42.72
681,168,P0127,3,360.97,39.78
682,496,P0300,2,4440.59,10.46
683,405,P0340,1,3112.94,8.37
684,331,P0385,4,2594.88,24.93
685,365,P0192,4,2674.83,24.16
686,298,P0206,4,3226.72,39.53
687,459,P0104,1,2315.19,11.72
688,456,P0194,2,2899.71,46.77
689,44,P0069,3,3782.95,14.75
690,299,P0022,5,2379.74,31.06
691,222,P0210,4,1900.81,24.88
692,92,P0227,3,1245.57,32.27
693,151,P0432,3,2558.65,27.33
694,475,P0117,1,582.2,3.57
695,171,P0101,1,3408.03,12.5
696,310,P0071,3,4992.18,37.62
697,5,P0395,5,1567.42,41.12
698,421,P0297,4,3813.25,0.59
699,488,P0077,5,4340.78,11.38
700,265,P0301,2,3951.28,37.88
701,44,P0161,4,4244.43,21.44
702,231,P0437,4,2836.39,18.74
703,157,P0483,5,3715.24,24.99
704,215,P0218,3,3460.24,20.17
705,301,P0012,5,2881.13,1.61
706,488,P0170,2,2884.14,39.96
707,201,P0196,5,1100.6,19.53
708,244,P0056,5,1711.32,48.1
709,54,P0346,3,2809.24,1.6
710,96,P0102,5,440.51,48.15
711,150,P0338,3,2669.54,22.73
712,88,P0168,3,4312.57,20.54
713,67,P0275,2,2150.22,37.16
714,444,P0106,4,736.67,10.28
715,341,P0244,4,878.03,28.75
716,258,P0367,3,3455.7,13.77
717,229,P0033,1,4140.45,30.24
718,467,P0292,2,4408.27,23.01
719,47,P0148,5,3266.87,45.94
720,365,P0406,3,1557.5,30.65
721,92,P0461,2,3126.91,21.6
722,94,P0358,4,2886.21,19.68
723,446,P0081,1,1441.5,31.4
724,35,P0358,3,3660.03,45.11
725,391,P0284,4,694.03,18.44
726,400,P0167,1,2109.47,8.24
727,237,P0014,2,458.66,34.72
728,382,P0205,4,4293.29,19.83
729,364,P0470,1,768.75,33.51
730,35,P0043,4,2787.3,12.11
731,421,P0143,4,4223.66,8.53
732,91,P0151,1,708.34,37.07
733,391,P0006,2,3419.18,7.67
734,366,P0018,3,4474.17,26.61
735,429,P0326,4,4076.41,32.05
736,158,P0228,1,356.83,0.23
737,476,P0128,4,1935.76,11.93
738,15,P0008,-1,1751.87,9.61
739,452,P0050,1,4004.93,41.52
