order_id,customer_id,order_date,status,region_code
100,-1.0,2025-09-14 15:14:57,DELIVERED,NORTH
101,92.0,2026-01-15 15:14:57,SHIPPED,SOUTH
102,386.0,2026-02-26 15:14:57,DELIVERED,SOUTH
103,289.0,2026-02-22 15:14:57,RETURNED,EAST
104,197.0,2025-10-17 15:14:57,PLACED,EAST
105,28.0,2025-12-03 15:14:57,DELIVERED,WEST
106,497.0,2025-08-22 15:14:57,CANCELLED,WEST
107,117.0,2026-02-15 15:14:57,RETURNED,WEST
108,44.0,2026-01-05 15:14:57,PLACED,NORTH
109,138.0,2026-08-06 15:14:57,SHIPPED,WEST
110,163.0,2025-09-22 15:14:57,DELIVERED,WEST
111,185.0,2025-09-28 15:14:57,SHIPPED,WEST
112,230.0,2026-04-26 15:14:57,PLACED,NORTH
113,182.0,2026-06-08 15:14:57,DELIVERED,WEST
114,7.0,2026-02-21 15:14:57,RETURNED,SOUTH
115,293.0,2026-07-23 15:14:57,SHIPPED,EAST
116,155.0,2025-10-20 15:14:57,CANCELLED,EAST
117,216.0,2025-09-15 15:14:57,SHIPPED,WEST
118,305.0,2026-03-29 15:14:57,DELIVERED,NORTH
119,486.0,2026-06-20 15:14:57,DELIVERED,WEST
120,172.0,2026-07-06 15:14:57,SHIPPED,EAST
121,165.0,2026-07-28 15:14:57,DELIVERED,SOUTH
122,494.0,2026-01-17 15:14:57,CANCELLED,SOUTH
123,167.0,2026-02-24 15:14:57,RETURNED,SOUTH
124,304.0,2025-11-07 15:14:57,RETURNED,NORTH
125,488.0,2026-08-04 15:14:57,DELIVERED,NORTH
126,420.0,2026-03-04 15:14:57,SHIPPED,EAST
127,124.0,2025-10-24 15:14:57,CANCELLED,NORTH
128,230.0,2026-04-09 15:14:57,RETURNED,WEST
129,-1.0,2026-02-07 15:14:57,RETURNED,NORTH
130,56.0,2026-07-09 15:14:57,SHIPPED,NORTH
131,289.0,2026-07-19 15:14:57,DELIVERED,WEST
132,-1.0,2025-12-17 15:14:57,RETURNED,SOUTH
133,229.0,2026-04-01 15:14:57,RETURNED,SOUTH
134,177.0,2026-04-11 15:14:57,CANCELLED,NORTH
135,60.0,2025-10-18 15:14:57,DELIVERED,WEST
136,402.0,2026-04-11 15:14:57,PLACED,WEST
137,370.0,2026-01-17 15:14:57,PLACED,NORTH
138,12.0,2026-07-04 15:14:57,SHIPPED,SOUTH
139,265.0,2025-10-27 15:14:57,CANCELLED,WEST
140,119.0,2026-06-25 15:14:57,CANCELLED,WEST
141,15.0,2025-11-16 15:14:57,CANCELLED,WEST
142,3.0,2025-11-20 15:14:57,PLACED,NORTH
143,410.0,2025-11-10 15:14:57,SHIPPED,WEST
144,59.0,2026-04-14 15:14:57,DELIVERED,WEST
145,313.0,2025-10-04 15:14:57,CANCELLED,SOUTH
146,417.0,2026-01-06 15:14:57,RETURNED,NORTH
147,345.0,2025-10-06 15:14:57,PLACED,SOUTH
148,192.0,2026-04-25 15:14:57,RETURNED,SOUTH
149,295.0,2025-11-10 15:14:57,RETURNED,SOUTH
150,285.0,2026-01-01 15:14:57,DELIVERED,WEST
151,318.0,2026-02-06 15:14:57,CANCELLED,SOUTH
152,100.0,2026-05-21 15:14:57,CANCELLED,WEST
153,351.0,2026-08-05 15:14:57,CANCELLED,SOUTH
154,43.0,2025-11-27 15:14:57,DELIVERED,SOUTH
155,276.0,2026-03-29 15:14:57,CANCELLED,NORTH
156,294.0,2026-05-12 15:14:57,DELIVERED,NORTH
157,390.0,2026-05-13 15:14:57,CANCELLED,NORTH
158,377.0,2025-12-11 15:14:57,PLACED,WEST
159,135.0,2025-09-20 15:14:57,PLACED,SOUTH
160,108.0,2026-06-04 15:14:57,RETURNED,WEST
161,85.0,2025-11-20 15:14:57,PLACED,EAST
162,273.0,2026-05-09 15:14:57,DELIVERED,EAST
163,294.0,2026-04-27 15:14:57,PLACED,SOUTH
164,493.0,2026-03-05 15:14:57,DELIVERED,SOUTH
165,360.0,2025-12-12 15:14:57,DELIVERED,SOUTH
166,390.0,2026-02-24 15:14:57,RETURNED,EAST
167,322.0,2026-03-26 15:14:57,PLACED,WEST
168,264.0,2026-07-28 15:14:57,DELIVERED,WEST
169,487.0,2026-05-31 15:14:57,PLACED,WEST
170,326.0,2026-02-06 15:14:57,RETURNED,WEST
171,112.0,2025-11-23 15:14:57,DELIVERED,EAST
172,173.0,2025-10-12 15:14:57,CANCELLED,EAST
173,458.0,2025-08-31 15:14:57,CANCELLED,NORTH
174,64.0,2025-10-26 15:14:57,PLACED,WEST
175,104.0,2025-10-13 15:14:57,DELIVERED,SOUTH
176,448.0,2025-12-25 15:14:57,DELIVERED,EAST
177,43.0,2026-07-05 15:14:57,CANCELLED,EAST
178,372.0,2025-12-04 15:14:57,PLACED,NORTH
179,1.0,2025-09-15 15:14:57,SHIPPED,WEST
180,-1.0,2026-01-29 15:14:57,CANCELLED,SOUTH
181,245.0,2026-02-19 15:14:57,PLACED,NORTH
182,161.0,2026-01-07 15:14:57,SHIPPED,SOUTH
183,36.0,2025-08-11 15:14:57,SHIPPED,WEST
184,180.0,2026-06-24 15:14:57,CANCELLED,WEST
185,441.0,2025-09-27 15:14:57,PLACED,WEST
186,180.0,2026-01-15 15:14:57,SHIPPED,EAST
187,331.0,2026-05-17 15:14:57,RETURNED,EAST
188,399.0,2025-08-20 15:14:57,DELIVERED,SOUTH
189,266.0,2025-11-11 15:14:57,DELIVERED,NORTH
190,402.0,2025-12-07 15:14:57,PLACED,SOUTH
191,256.0,2025-09-12 15:14:57,PLACED,EAST
192,479.0,2026-02-21 15:14:57,RETURNED,WEST
193,188.0,2025-11-03 15:14:57,PLACED,NORTH
194,301.0,2025-12-19 15:14:57,PLACED,WEST
195,260.0,2026-08-06 15:14:57,CANCELLED,WEST
196,360.0,2026-06-30 15:14:57,RETURNED,SOUTH
197,143.0,2025-09-16 15:14:57,SHIPPED,SOUTH
198,275.0,2026-06-03 15:14:57,PLACED,EAST
199,358.0,2025-12-07 15:14:57,PLACED,WEST
200,60.0,2026-06-14 15:14:57,SHIPPED,NORTH
201,7.0,2026-08-01 15:14:57,CANCELLED,EAST
202,268.0,2025-12-17 15:14:57,SHIPPED,EAST
203,376.0,2025-08-22 15:14:57,CANCELLED,EAST
204,269.0,2026-08-06 15:14:57,PLACED,WEST
205,234.0,2025-09-04 15:14:57,RETURNED,SOUTH
206,189.0,2025-09-28 15:14:57,PLACED,SOUTH
207,380.0,2025-08-29 15:14:57,PLACED,SOUTH
208,24.0,2026-02-19 15:14:57,SHIPPED,NORTH
209,284.0,2026-08-07 15:14:57,CANCELLED,SOUTH
210,165.0,2026-01-17 15:14:57,PLACED,EAST
211,62.0,2025-09-02 15:14:57,RETURNED,NORTH
212,489.0,2026-04-02 15:14:57,DELIVERED,EAST
213,45.0,2025-08-11 15:14:57,DELIVERED,EAST
214,379.0,2026-04-01 15:14:57,CANCELLED,SOUTH
215,376.0,2025-12-10 15:14:57,CANCELLED,NORTH
216,120.0,2026-06-28 15:14:57,PLACED,EAST
217,1.0,2026-02-15 15:14:57,DELIVERED,NORTH
218,106.0,2025-12-06 15:14:57,PLACED,SOUTH
219,365.0,2025-08-29 15:14:57,RETURNED,WEST
220,359.0,2026-03-29 15:14:57,PLACED,NORTH
221,259.0,2026-02-24 15:14:57,RETURNED,NORTH
222,223.0,2025-10-12 15:14:57,DELIVERED,EAST
223,475.0,2026-07-31 15:14:57,DELIVERED,EAST
224,232.0,2025-09-14 15:14:57,SHIPPED,NORTH
225,80.0,2026-03-25 15:14:57,CANCELLED,NORTH
226,275.0,2025-11-21 15:14:57,CANCELLED,EAST
227,437.0,2025-10-26 15:14:57,DELIVERED,NORTH
228,111.0,2026-01-21 15:14:57,SHIPPED,EAST
229,203.0,2026-07-19 15:14:57,SHIPPED,NORTH
230,488.0,2026-03-26 15:14:57,RETURNED,SOUTH
231,49.0,2025-10-17 15:14:57,PLACED,SOUTH
232,67.0,2026-02-28 15:14:57,PLACED,EAST
233,470.0,2025-08-18 15:14:57,SHIPPED,WEST
234,415.0,2026-01-23 15:14:57,CANCELLED,NORTH
235,87.0,2026-03-16 15:14:57,CANCELLED,WEST
236,16.0,2026-03-13 15:14:57,SHIPPED,SOUTH
237,141.0,2025-10-22 15:14:57,RETURNED,SOUTH
238,332.0,2026-03-05 15:14:57,CANCELLED,NORTH
239,45.0,2025-10-16 15:14:57,RETURNED,SOUTH
240,323.0,2026-05-12 15:14:57,CANCELLED,EAST
241,246.0,2026-04-12 15:14:57,RETURNED,EAST
242,199.0,2025-08-20 15:14:57,SHIPPED,NORTH
243,459.0,2025-12-28 15:14:57,CANCELLED,EAST
244,393.0,2025-12-04 15:14:57,PLACED,SOUTH
245,337.0,2026-05-07 15:14:57,PLACED,SOUTH
246,295.0,2026-02-21 15:14:57,SHIPPED,SOUTH
247,122.0,2026-07-30 15:14:57,RETURNED,NORTH
248,361.0,2026-05-24 15:14:57,RETURNED,SOUTH
249,429.0,2026-04-16 15:14:57,SHIPPED,WEST
250,20.0,2025-12-04 15:14:57,PLACED,WEST
251,1.0,2026-06-17 15:14:57,SHIPPED,EAST
252,368.0,2026-01-19 15:14:57,SHIPPED,SOUTH
253,397.0,2026-05-03 15:14:57,PLACED,EAST
254,361.0,2026-02-25 15:14:57,DELIVERED,EAST
255,166.0,2025-10-26 15:14:57,CANCELLED,WEST
256,333.0,2026-08-04 15:14:57,RETURNED,EAST
257,115.0,2025-11-04 15:14:57,DELIVERED,SOUTH
258,91.0,2026-08-01 15:14:57,CANCELLED,NORTH
259,94.0,2026-06-16 15:14:57,RETURNED,NORTH
260,480.0,2026-01-23 15:14:57,SHIPPED,EAST
261,164.0,2025-09-21 15:14:57,DELIVERED,WEST
262,6.0,2025-12-12 15:14:57,DELIVERED,EAST
263,403.0,2025-08-07 15:14:57,CANCELLED,WEST
264,497.0,2026-03-06 15:14:57,CANCELLED,EAST
265,280.0,2026-04-09 15:14:57,RETURNED,SOUTH
266,84.0,2025-08-24 15:14:57,DELIVERED,EAST
267,488.0,2026-01-29 15:14:57,CANCELLED,SOUTH
268,375.0,2025-09-23 15:14:57,RETURNED,WEST
269,-1.0,2026-07-07 15:14:57,CANCELLED,SOUTH
270,28.0,2025-11-20 15:14:57,CANCELLED,EAST
271,339.0,2025-12-06 15:14:57,CANCELLED,WEST
272,79.0,2025-08-08 15:14:57,DELIVERED,WEST
273,103.0,2025-11-20 15:14:57,DELIVERED,NORTH
274,243.0,2026-01-11 15:14:57,CANCELLED,WEST
275,459.0,2025-09-22 15:14:57,CANCELLED,SOUTH
276,190.0,2026-02-12 15:14:57,PLACED,EAST
277,226.0,2025-11-30 15:14:57,RETURNED,NORTH
278,78.0,2026-07-14 15:14:57,DELIVERED,WEST
279,498.0,2025-12-01 15:14:57,CANCELLED,WEST
280,495.0,2026-04-07 15:14:57,SHIPPED,WEST
281,154.0,2026-08-07 15:14:57,RETURNED,SOUTH
282,62.0,2026-03-24 15:14:57,SHIPPED,SOUTH
283,414.0,2025-08-28 15:14:57,CANCELLED,SOUTH
284,422.0,2026-06-07 15:14:57,PLACED,NORTH
285,199.0,2026-05-16 15:14:57,DELIVERED,WEST
286,470.0,2026-07-31 15:14:57,RETURNED,WEST
287,58.0,2025-10-21 15:14:57,RETURNED,NORTH
288,474.0,2025-09-27 15:14:57,RETURNED,EAST
289,450.0,2026-02-19 15:14:57,RETURNED,WEST
290,20.0,2026-03-01 15:14:57,RETURNED,WEST
291,20.0,2026-01-23 15:14:57,PLACED,WEST
292,472.0,2026-02-13 15:14:57,DELIVERED,EAST
293,144.0,2026-07-29 15:14:57,SHIPPED,SOUTH
294,154.0,2026-03-21 15:14:57,DELIVERED,EAST
295,374.0,2026-07-03 15:14:57,CANCELLED,SOUTH
296,468.0,2026-04-12 15:14:57,DELIVERED,NORTH
297,264.0,2025-09-09 15:14:57,RETURNED,WEST
298,70.0,2026-05-02 15:14:57,PLACED,SOUTH
299,99.0,2025-11-17 15:14:57,SHIPPED,NORTH
300,234.0,2026-02-07 15:14:57,DELIVERED,EAST
301,422.0,2026-02-26 15:14:57,PLACED,NORTH
302,124.0,2026-06-07 15:14:57,CANCELLED,EAST
303,177.0,2025-12-17 15:14:57,PLACED,EAST
304,15.0,2025-10-29 15:14:57,SHIPPED,SOUTH
305,332.0,2025-11-20 15:14:57,CANCELLED,NORTH
306,443.0,2026-07-22 15:14:57,SHIPPED,SOUTH
307,308.0,2025-11-29 15:14:57,DELIVERED,EAST
308,217.0,2026-02-01 15:14:57,SHIPPED,WEST
309,155.0,2026-06-22 15:14:57,PLACED,NORTH
310,262.0,2026-02-14 15:14:57,RETURNED,EAST
311,153.0,2026-04-10 15:14:57,DELIVERED,EAST
312,442.0,2026-07-08 15:14:57,DELIVERED,SOUTH
313,77.0,2025-12-08 15:14:57,RETURNED,WEST
314,339.0,2025-10-17 15:14:57,CANCELLED,EAST
315,133.0,2026-03-02 15:14:57,PLACED,SOUTH
316,176.0,2025-11-28 15:14:57,CANCELLED,EAST
317,260.0,2025-11-02 15:14:57,RETURNED,SOUTH
318,151.0,2025-10-11 15:14:57,RETURNED,SOUTH
319,485.0,2026-01-25 15:14:57,SHIPPED,EAST
320,115.0,2026-01-11 15:14:57,DELIVERED,EAST
321,134.0,2026-04-01 15:14:57,CANCELLED,NORTH
322,444.0,2026-05-31 15:14:57,PLACED,WEST
323,456.0,2025-10-07 15:14:57,CANCELLED,EAST
324,212.0,2025-10-23 15:14:57,SHIPPED,EAST
325,210.0,2026-03-29 15:14:57,SHIPPED,NORTH
326,250.0,2025-11-05 15:14:57,PLACED,NORTH
327,232.0,2025-11-01 15:14:57,SHIPPED,WEST
328,403.0,2025-09-21 15:14:57,CANCELLED,WEST
329,207.0,2026-04-08 15:14:57,PLACED,SOUTH
330,375.0,2025-08-14 15:14:57,RETURNED,SOUTH
331,10.0,2026-06-23 15:14:57,SHIPPED,EAST
332,160.0,2026-02-19 15:14:57,DELIVERED,SOUTH
333,34.0,2026-01-06 15:14:57,CANCELLED,EAST
334,223.0,2025-10-14 15:14:57,CANCELLED,EAST
335,385.0,2026-03-01 15:14:57,SHIPPED,SOUTH
336,109.0,2026-06-04 15:14:57,PLACED,EAST
337,365.0,2025-08-26 15:14:57,DELIVERED,NORTH
338,305.0,2026-07-11 15:14:57,PLACED,NORTH
339,354.0,2026-03-22 15:14:57,RETURNED,EAST
340,243.0,2025-11-20 15:14:57,PLACED,EAST
341,216.0,2026-07-12 15:14:57,RETURNED,SOUTH
342,215.0,2025-09-29 15:14:57,RETURNED,NORTH
343,145.0,2025-09-30 15:14:57,RETURNED,SOUTH
344,399.0,2026-05-01 15:14:57,DELIVERED,WEST
345,152.0,2026-05-14 15:14:57,SHIPPED,WEST
346,170.0,2025-08-13 15:14:57,PLACED,WEST
347,77.0,2026-04-25 15:14:57,PLACED,EAST
348,330.0,2026-01-05 15:14:57,PLACED,NORTH
349,417.0,2025-08-27 15:14:57,DELIVERED,EAST
350,219.0,2025-09-24 15:14:57,PLACED,NORTH
351,437.0,2026-07-04 15:14:57,DELIVERED,WEST
352,490.0,2025-09-23 15:14:57,DELIVERED,SOUTH
353,59.0,2026-03-28 15:14:57,CANCELLED,WEST
354,410.0,2025-10-31 15:14:57,PLACED,SOUTH
355,54.0,2026-06-05 15:14:57,RETURNED,WEST
356,93.0,2026-02-06 15:14:57,SHIPPED,WEST
357,472.0,2026-03-05 15:14:57,PLACED,EAST
358,336.0,2026-08-02 15:14:57,RETURNED,SOUTH
359,490.0,2026-01-27 15:14:57,RETURNED,NORTH
360,222.0,2025-12-12 15:14:57,CANCELLED,SOUTH
361,430.0,2026-06-16 15:14:57,SHIPPED,WEST
362,437.0,2025-10-30 15:14:57,CANCELLED,EAST
363,124.0,2025-12-27 15:14:57,SHIPPED,WEST
364,207.0,2025-09-16 15:14:57,RETURNED,WEST
365,46.0,2026-03-23 15:14:57,CANCELLED,NORTH
366,53.0,2025-08-25 15:14:57,PLACED,NORTH
367,406.0,2026-06-19 15:14:57,RETURNED,SOUTH
368,336.0,2026-01-28 15:14:57,PLACED,SOUTH
369,433.0,2026-05-20 15:14:57,RETURNED,WEST
370,367.0,2026-03-26 15:14:57,SHIPPED,NORTH
371,175.0,2026-06-27 15:14:57,DELIVERED,EAST
372,360.0,2025-10-30 15:14:57,CANCELLED,NORTH
373,131.0,2025-11-11 15:14:57,CANCELLED,SOUTH
374,235.0,2025-11-12 15:14:57,PLACED,WEST
375,24.0,2026-07-17 15:14:57,CANCELLED,WEST
376,338.0,2026-04-22 15:14:57,CANCELLED,NORTH
377,272.0,2026-05-17 15:14:57,RETURNED,WEST
378,474.0,2025-11-05 15:14:57,SHIPPED,SOUTH
379,54.0,2026-06-10 15:14:57,DELIVERED,WEST
380,215.0,2026-07-27 15:14:57,DELIVERED,WEST
381,494.0,2026-01-04 15:14:57,SHIPPED,SOUTH
382,212.0,2026-04-26 15:14:57,RETURNED,EAST
383,365.0,2026-05-17 15:14:57,SHIPPED,SOUTH
384,320.0,2026-07-24 15:14:57,SHIPPED,SOUTH
385,258.0,2026-06-29 15:14:57,PLACED,EAST
386,288.0,2026-05-26 15:14:57,CANCELLED,EAST
387,450.0,2025-08-13 15:14:57,PLACED,WEST
388,75.0,2025-09-04 15:14:57,SHIPPED,EAST
389,350.0,2025-09-07 15:14:57,DELIVERED,SOUTH
390,386.0,2026-02-06 15:14:57,PLACED,SOUTH
391,381.0,2026-02-22 15:14:57,DELIVERED,NORTH
392,475.0,2026-03-08 15:14:57,DELIVERED,NORTH
393,7.0,2025-11-18 15:14:57,CANCELLED,SOUTH
394,467.0,2026-08-05 15:14:57,RETURNED,SOUTH
395,398.0,2025-11-14 15:14:57,SHIPPED,NORTH
396,96.0,2026-04-27 15:14:57,PLACED,WEST
397,143.0,2025-10-12 15:14:57,DELIVERED,NORTH
398,170.0,2025-10-25 15:14:57,DELIVERED,NORTH
399,397.0,2026-06-18 15:14:57,DELIVERED,WEST
400,405.0,2026-02-06 15:14:57,DELIVERED,SOUTH
401,490.0,2025-09-10 15:14:57,SHIPPED,WEST
402,279.0,2025-09-23 15:14:57,SHIPPED,EAST
403,170.0,2025-11-26 15:14:57,RETURNED,WEST
404,288.0,2026-07-05 15:14:57,DELIVERED,WEST
405,124.0,2026-06-17 15:14:57,SHIPPED,NORTH
406,350.0,2026-02-18 15:14:57,PLACED,WEST
407,132.0,2025-12-29 15:14:57,RETURNED,EAST
408,264.0,2026-03-23 15:14:57,DELIVERED,SOUTH
409,165.0,2025-09-25 15:14:57,RETURNED,NORTH
410,321.0,2026-07-16 15:14:57,SHIPPED,WEST
411,428.0,2026-05-09 15:14:57,CANCELLED,NORTH
412,383.0,2025-08-19 15:14:57,DELIVERED,NORTH
413,45.0,2025-11-06 15:14:57,RETURNED,NORTH
414,295.0,2025-12-17 15:14:57,CANCELLED,WEST
415,222.0,2026-02-22 15:14:57,RETURNED,NORTH
416,329.0,2025-09-08 15:14:57,RETURNED,NORTH
417,359.0,2026-02-06 15:14:57,PLACED,EAST
418,403.0,2026-06-13 15:14:57,CANCELLED,WEST
419,203.0,2025-08-22 15:14:57,RETURNED,SOUTH
420,70.0,2026-05-13 15:14:57,SHIPPED,EAST
421,347.0,2026-07-04 15:14:57,PLACED,SOUTH
422,-1.0,2026-05-27 15:14:57,RETURNED,NORTH
423,157.0,2026-01-30 15:14:57,RETURNED,SOUTH
424,83.0,2026-06-18 15:14:57,SHIPPED,NORTH
425,93.0,2026-05-24 15:14:57,RETURNED,WEST
426,331.0,2026-01-02 15:14:57,DELIVERED,NORTH
427,102.0,2026-04-13 15:14:57,DELIVERED,SOUTH
428,344.0,2025-09-27 15:14:57,PLACED,SOUTH
429,163.0,2026-01-22 15:14:57,DELIVERED,SOUTH
430,290.0,2026-01-15 15:14:57,SHIPPED,NORTH
431,161.0,2025-11-28 15:14:57,CANCELLED,EAST
432,431.0,2026-07-20 15:14:57,CANCELLED,WEST
433,229.0,2026-01-10 15:14:57,PLACED,SOUTH
434,331.0,2025-12-28 15:14:57,SHIPPED,SOUTH
435,135.0,2026-06-23 15:14:57,PLACED,NORTH
436,435.0,2025-08-22 15:14:57,RETURNED,WEST
437,394.0,2025-08-25 15:14:57,RETURNED,WEST
438,335.0,2026-02-10 15:14:57,RETURNED,EAST
439,69.0,2026-04-25 15:14:57,DELIVERED,NORTH
440,340.0,2026-06-17 15:14:57,RETURNED,SOUTH
441,229.0,2026-05-23 15:14:57,SHIPPED,WEST
442,481.0,2025-11-27 15:14:57,SHIPPED,NORTH
443,136.0,2025-08-28 15:14:57,RETURNED,EAST
444,199.0,2026-03-27 15:14:57,PLACED,EAST
445,53.0,2026-04-30 15:14:57,DELIVERED,EAST
446,297.0,2025-11-04 15:14:57,CANCELLED,EAST
447,301.0,2025-09-15 15:14:57,CANCELLED,SOUTH
448,265.0,2026-01-30 15:14:57,CANCELLED,NORTH
449,257.0,2026-03-20 15:14:57,PLACED,EAST
450,109.0,2025-10-26 15:14:57,PLACED,SOUTH
451,213.0,2025-10-04 15:14:57,CANCELLED,WEST
452,108.0,2026-07-04 15:14:57,PLACED,SOUTH
453,23.0,2026-06-06 15:14:57,RETURNED,NORTH
454,457.0,2025-09-04 15:14:57,SHIPPED,WEST
455,307.0,2026-06-29 15:14:57,DELIVERED,NORTH
456,111.0,2026-04-05 15:14:57,SHIPPED,SOUTH
457,426.0,2025-10-19 15:14:57,SHIPPED,EAST
458,86.0,2026-01-29 15:14:57,RETURNED,NORTH
459,118.0,2025-10-13 15:14:57,SHIPPED,WEST
460,424.0,2025-09-25 15:14:57,RETURNED,NORTH
461,450.0,2026-04-21 15:14:57,PLACED,WEST
462,338.0,2026-06-11 15:14:57,PLACED,WEST
463,268.0,2025-08-29 15:14:57,CANCELLED,SOUTH
