product_id,product_name,category,subcategory,cost_price
P0229,Information Headphones,Electronics,Headphones,4519.53
P0230,Particular Jacket,Clothing,Jacket,991.15
P0231,Feel Chair,Home,Chair,4521.85
P0232,Better Tv,Electronics,TV,215.15
P0233,Budget Chair,Home,Chair,1510.8
P0234,Place Biography,Books,Biography,3943.24
P0235,Community Sofa,Home,Sofa,1322.0
P0236,In Comics,Books,Comics,1726.64
P0237,May Headphones,Electronics,Headphones,746.75
P0238,Wind T-Shirt,Clothing,T-Shirt,4032.71
P0239,Election Table,Home,Table,118.9
P0240,Election Headphones,Electronics,Headphones,3757.61
P0241,Either Lamp,Home,Lamp,4704.44
P0242,Best Laptop,Electronics,Laptop,3116.76
P0243,Recently Chair,Home,Chair,3195.25
P0244,Stock Comics,Books,Comics,627.55
P0245,Least Phone,Electronics,Phone,2488.49
P0246,Open Laptop,Electronics,Laptop,721.54
P0247,Defense Comics,Books,Comics,3728.54
P0248,Mind Biography,Books,Biography,3291.86
P0249,Low Dictionary,Books,Dictionary,1434.71
P0250,Side Chair,Home,Chair,4755.25
P0251,Include Table,Home,Table,1868.31
P0252,Throw Table,Home,Table,989.55
P0253,Usually Headphones,Electronics,Headphones,1099.92
P0254,Visit Phone,Electronics,Phone,1255.67
P0255,Language Jeans,Clothing,Jeans,3837.53
P0256,Draw Jeans,Clothing,Jeans,1203.34
P0257,Help Shirt,Clothing,Shirt,4920.94
P0258,Or Jacket,Clothing,Jacket,594.14
P0259,Arm Laptop,Electronics,Laptop,3960.42
P0260,Like Jacket,Clothing,Jacket,1363.57
P0261,Different T-Shirt,Clothing,T-Shirt,3741.04
P0262,House Dictionary,Books,Dictionary,2590.53
P0263,Kid Headphones,Electronics,Headphones,4729.81
P0264,Together Tv,Electronics,TV,4821.93
P0265,Threat Headphones,Electronics,Headphones,2160.05
P0266,Lose Headphones,Electronics,Headphones,2245.63
P0267,Born Tv,Electronics,TV,375.13
P0268,Say Sofa,Home,Sofa,3007.09
P0269,Movie Lamp,Home,Lamp,2179.49
P0270,Send Laptop,Electronics,Laptop,4446.05
P0271,Performance Comics,Books,Comics,2023.71
P0272,Leg Tv,Electronics,TV,3342.28
P0273,Hold Chair,Home,Chair,2397.63
P0274,Onto Phone,Electronics,Phone,527.99
P0275,Ever Chair,Home,Chair,2953.0
P0276,Quickly Table,Home,Table,4374.36
P0277,Ground Novel,Books,Novel,3022.03
P0278,Light Table,Home,Table,1103.06
P0279,Help Biography,Books,Biography,1783.06
P0280,Seven Table,Home,Table,2891.8
P0281,Discussion Novel,Books,Novel,3306.26
P0282,Service Table,Home,Table,3528.36
P0283,Into Sofa,Home,Sofa,947.96
P0284,Your T-Shirt,Clothing,T-Shirt,3717.8
P0285,Remain Phone,Electronics,Phone,1114.91
P0286,Structure Dictionary,Books,Dictionary,1881.76
P0287,Machine Table,Home,Table,820.12
P0288,Word Phone,Electronics,Phone,3326.6
P0289,Local Dictionary,Books,Dictionary,1117.07
P0290,Sound Tv,Electronics,TV,1452.07
P0291,Goal Comics,Books,Comics,2006.55
P0292,Month Phone,Electronics,Phone,4729.35
P0293,Speech Jacket,Clothing,Jacket,643.92
P0294,Again Dictionary,Books,Dictionary,1932.03
P0295,Thus Jacket,Clothing,Jacket,4315.73
P0296,Team Headphones,Electronics,Headphones,4609.75
P0297,View Lamp,Home,Lamp,3562.02
P0298,Citizen Comics,Books,Comics,153.24
P0299,Piece Chair,Home,Chair,3109.72
P0300,Before Table,Home,Table,574.02
P0301,Open Dictionary,Books,Dictionary,2009.05
P0302,Right Sofa,Home,Sofa,3906.63
P0303,Economy Phone,Electronics,Phone,1009.82
P0304,Decade Sofa,Home,Sofa,4103.8
P0305,Father Jeans,Clothing,Jeans,1317.04
P0306,Yard Jeans,Clothing,Jeans,3294.77
P0307,Treat T-Shirt,Clothing,T-Shirt,2840.49
P0308,Its Comics,Books,Comics,3154.73
P0309,Future T-Shirt,Clothing,T-Shirt,2238.93
P0310,Among Sofa,Home,Sofa,1792.11
P0311,According Tv,Electronics,TV,236.16
P0312,Star Sofa,Home,Sofa,4328.04
P0313,Measure Headphones,Electronics,Headphones,2793.87
P0314,Never Headphones,Electronics,Headphones,2879.7
P0315,Sell Jacket,Clothing,Jacket,2531.77
P0316,Table Headphones,Electronics,Headphones,4500.68
P0317,Word Table,Home,Table,904.17
P0318,East T-Shirt,Clothing,T-Shirt,2644.14
P0319,Perhaps Jacket,Clothing,Jacket,1450.32
P0320,Leg Comics,Books,Comics,309.21
P0321,Section Table,Home,Table,2811.92
P0322,Decade Comics,Books,Comics,4265.25
P0323,Foreign Jacket,Clothing,Jacket,3334.88
P0324,None Sofa,Home,Sofa,3507.48
P0325,Once Biography,Books,Biography,4693.11
P0326,Show Lamp,Home,Lamp,1675.96
P0327,Thought Shirt,Clothing,Shirt,2145.86
P0328,Authority Table,Home,Table,942.3
P0329,Guy Jacket,Clothing,Jacket,2457.04
P0330,Plant Jeans,Clothing,Jeans,1514.17
P0331,Fight Phone,Electronics,Phone,4388.14
P0332,Environment T-Shirt,Clothing,T-Shirt,945.19
P0333,According T-Shirt,Clothing,T-Shirt,1853.28
P0334,Themselves T-Shirt,Clothing,T-Shirt,3774.34
P0335,Fish Biography,Books,Biography,1581.87
P0336,Approach Biography,Books,Biography,4738.29
P0337,Hot Dictionary,Books,Dictionary,3901.71
P0338,Yourself Biography,Books,Biography,4016.23
P0339,Decide Jacket,Clothing,Jacket,2428.92
P0340,Manage Table,Home,Table,2603.75
P0341,Next Tv,Electronics,TV,843.55
P0342,Action Biography,Books,Biography,503.98
P0343,Red T-Shirt,Clothing,T-Shirt,4655.84
P0344,Blood Novel,Books,Novel,1901.11
P0345,Determine Novel,Books,Novel,189.53
P0346,Ability Tv,Electronics,TV,731.12
P0347,Choice Lamp,Home,Lamp,737.02
P0348,Remember Dictionary,Books,Dictionary,4533.99
P0349,Lose Tv,Electronics,TV,790.12
P0350,Consumer Novel,Books,Novel,1226.32
P0351,Network Phone,Electronics,Phone,3212.81
P0352,Must Novel,Books,Novel,4530.48
P0353,Work Laptop,Electronics,Laptop,1491.8
P0354,Heavy Tv,Electronics,TV,2112.01
P0355,Who Tv,Electronics,TV,2653.99
P0356,Provide Headphones,Electronics,Headphones,265.5
P0357,Message Comics,Books,Comics,130.4
P0358,Cup Tv,Electronics,TV,3302.67
P0359,Add Tv,Electronics,TV,1793.88
P0360,Whole Chair,Home,Chair,3439.18
P0361,Themselves Biography,Books,Biography,362.35
P0362,Bar Novel,Books,Novel,266.84
P0363,Same Shirt,Clothing,Shirt,1584.88
P0364,Wind Dictionary,Books,Dictionary,3778.79
P0365,Old Jacket,Clothing,Jacket,3915.17
P0366,Maybe Sofa,Home,Sofa,1871.69
P0367,Security Dictionary,Books,Dictionary,1963.89
P0368,Travel T-Shirt,Clothing,T-Shirt,1868.37
P0369,Hit Table,Home,Table,440.69
P0370,Identify Jacket,Clothing,Jacket,446.34
P0371,Wish Sofa,Home,Sofa,3602.43
P0372,Modern T-Shirt,Clothing,T-Shirt,259.66
P0373,Dark Lamp,Home,Lamp,4901.14
P0374,People Phone,Electronics,Phone,2060.74
P0375,Trip Shirt,Clothing,Shirt,3057.49
P0376,Class Novel,Books,Novel,1218.18
P0377,Campaign Sofa,Home,Sofa,2857.86
P0378,Worker T-Shirt,Clothing,T-Shirt,1891.47
P0379,Than Laptop,Electronics,Laptop,2020.27
P0380,Democratic Chair,Home,Chair,178.27
P0381,In T-Shirt,Clothing,T-Shirt,4572.04
P0382,Central Tv,Electronics,TV,3534.99
P0383,Since Jacket,Clothing,Jacket,4993.21
P0384,Modern Shirt,Clothing,Shirt,416.56
P0385,Eat T-Shirt,Clothing,T-Shirt,4062.04
P0386,Each Sofa,Home,Sofa,2772.49
P0387,Last Sofa,Home,Sofa,3573.46
P0388,Story Jacket,Clothing,Jacket,650.74
P0389,Unit Jeans,Clothing,Jeans,2495.41
P0390,Positive Sofa,Home,Sofa,4915.91
P0391,Necessary Shirt,Clothing,Shirt,2020.89
P0392,Better Dictionary,Books,Dictionary,4125.53
P0393,Just Laptop,Electronics,Laptop,3229.58
P0394,Professional Dictionary,Books,Dictionary,1755.35
P0395,Able Jeans,Clothing,Jeans,4558.03
P0396,Financial Phone,Electronics,Phone,1555.42
P0397,Buy Jacket,Clothing,Jacket,1166.08
P0398,Education Table,Home,Table,3193.53
P0399,Instead Chair,Home,Chair,3091.42
P0400,Far Laptop,Electronics,Laptop,2924.2
P0401,Official Jacket,Clothing,Jacket,2839.91
P0402,Treat Phone,Electronics,Phone,3225.2
P0403,Power Chair,Home,Chair,2112.1
P0404,Forget Headphones,Electronics,Headphones,2750.61
P0405,Catch Lamp,Home,Lamp,4046.38
P0406,Yeah Comics,Books,Comics,3458.64
P0407,Director T-Shirt,Clothing,T-Shirt,2348.99
P0408,Happen Chair,Home,Chair,3605.9
P0409,Relationship Lamp,Home,Lamp,1884.17
P0410,Down Tv,Electronics,TV,656.48
P0411,Speech Biography,Books,Biography,300.5
P0412,Either Dictionary,Books,Dictionary,4333.27
P0413,Kitchen Jacket,Clothing,Jacket,3619.59
P0414,Space Jeans,Clothing,Jeans,2597.89
P0415,Reflect Comics,Books,Comics,495.74
P0416,Assume Dictionary,Books,Dictionary,1114.96
P0417,Support Table,Home,Table,2499.73
P0418,Give Comics,Books,Comics,4243.5
P0419,Scientist Biography,Books,Biography,3651.16
P0420,American Comics,Books,Comics,303.23
P0421,Garden Jacket,Clothing,Jacket,413.98
P0422,Point Comics,Books,Comics,3135.05
P0423,Listen Laptop,Electronics,Laptop,1999.82
P0424,Behavior Sofa,Home,Sofa,1035.34
P0425,Consumer Novel,Books,Novel,728.33
P0426,Finally Lamp,Home,Lamp,787.26
P0427,Leader Jacket,Clothing,Jacket,1626.72
P0428,Thought Comics,Books,Comics,2561.21
P0429,Agent Comics,Books,Comics,132.35
P0430,Despite Table,Home,Table,2939.33
P0431,Goal Headphones,Electronics,Headphones,3295.18
P0432,Meeting Shirt,Clothing,Shirt,894.03
P0433,Where Biography,Books,Biography,1248.87
P0434,Trial Laptop,Electronics,Laptop,1602.78
P0435,Citizen T-Shirt,Clothing,T-Shirt,2081.37
P0436,My Novel,Books,Novel,2617.48
P0437,Book Lamp,Home,Lamp,1603.08
P0438,Performance T-Shirt,Clothing,T-Shirt,1744.52
P0439,Return Sofa,Home,Sofa,1001.71
P0440,Start Jacket,Clothing,Jacket,1163.09
P0441,Serious Sofa,Home,Sofa,3466.69
P0442,Many Comics,Books,Comics,2824.41
P0443,This Sofa,Home,Sofa,3399.28
P0444,Interest Dictionary,Books,Dictionary,4775.31
P0445,Organization Jacket,Clothing,Jacket,4778.8
P0446,Actually Tv,Electronics,TV,3297.06
P0447,Social Biography,Books,Biography,2715.96
P0448,Important Chair,Home,Chair,3717.41
P0449,Court Jeans,Clothing,Jeans,4530.66
P0450,Standard Jeans,Clothing,Jeans,2095.84
P0451,Talk Novel,Books,Novel,730.46
P0452,Lay T-Shirt,Clothing,T-Shirt,4409.2
P0453,Down Dictionary,Books,Dictionary,3791.76
P0454,Theory Sofa,Home,Sofa,342.85
P0455,Technology Laptop,Electronics,Laptop,3629.43
P0456,Raise Laptop,Electronics,Laptop,4196.14
P0457,Writer Headphones,Electronics,Headphones,972.24
P0458,Support Table,Home,Table,2861.41
P0459,Level Tv,Electronics,TV,4946.04
P0460,Heart Biography,Books,Biography,2366.7
P0461,Knowledge Shirt,Clothing,Shirt,3669.04
P0462,Race Chair,Home,Chair,1718.71
P0463,Sit Chair,Home,Chair,4287.93
P0464,Nearly Dictionary,Books,Dictionary,479.35
P0465,Stock Laptop,Electronics,Laptop,2413.4
P0466,At Shirt,Clothing,Shirt,1215.83
P0467,Respond Sofa,Home,Sofa,3628.27
P0468,Accept Tv,Electronics,TV,3479.2
P0469,Either Phone,Electronics,Phone,840.6
P0470,Assume Table,Home,Table,4706.15
P0471,Low Chair,Home,Chair,711.17
P0472,Even T-Shirt,Clothing,T-Shirt,3048.41
P0473,Whole Dictionary,Books,Dictionary,4019.88
P0474,Conference Jeans,Clothing,Jeans,2999.28
P0475,Set Headphones,Electronics,Headphones,1840.84
P0476,See Phone,Electronics,Phone,4519.3
P0477,Specific Jeans,Clothing,Jeans,4279.71
P0478,Plan Novel,Books,Novel,3598.74
P0479,Evidence Novel,Books,Novel,2255.14
P0480,Property Headphones,Electronics,Headphones,2106.35
P0481,Word Headphones,Electronics,Headphones,1575.44
P0482,Dog Headphones,Electronics,Headphones,64.93
P0483,Remember Shirt,Clothing,Shirt,1755.42
P0484,Modern Phone,Electronics,Phone,391.64
P0485,Past Novel,Books,Novel,940.91
P0486,They T-Shirt,Clothing,T-Shirt,4462.1
P0487,However Dictionary,Books,Dictionary,3429.52
P0488,Entire Jacket,Clothing,Jacket,4964.59
P0489,Mind Biography,Books,Biography,1152.32
P0490,Note Phone,Electronics,Phone,2341.87
P0491,Claim Dictionary,Books,Dictionary,1275.18
P0492,Important Chair,Home,Chair,4690.18
P0493,Resource Phone,Electronics,Phone,2125.24
P0494,Artist Laptop,Electronics,Laptop,549.44
P0495,On Headphones,Electronics,Headphones,3531.27
P0496,Career Laptop,Electronics,Laptop,2041.21
P0497,Tough Jeans,Clothing,Jeans,3891.51
P0498,Statement Jacket,Clothing,Jacket,4586.17
P0499,Production Sofa,Home,Sofa,4387.48
P0500,Happy T-Shirt,Clothing,T-Shirt,351.74
