product_id,product_name,category,subcategory,cost_price
P0233, BUDGET CHAIR ,Home,Chair,1510.8
P0234,place Biography,Books,Biography,3943.24
P0235,community Sofa,Home,Sofa,1322.0
P0236,in Comics,Books,Comics,1726.64
P0237,may Headphones,Electronics,Headphones,746.75
P0238,wind T-Shirt,Clothing,T-Shirt,4032.71
P0239,election Table,Home,Table,118.9
P0240,election Headphones,Electronics,Headphones,3757.61
P0241,either Lamp,Home,Lamp,4704.44
P0242,best Laptop,Electronics,Laptop,3116.76
P0243,recently Chair,Home,Chair,3195.25
P0244,stock Comics,Books,Comics,627.55
P0245,least Phone,Electronics,Phone,2488.49
P0246,open Laptop,Electronics,Laptop,721.54
P0247,defense Comics,Books,Comics,3728.54
P0248,mind Biography,Books,Biography,3291.86
P0249,low Dictionary,Books,Dictionary,1434.71
P0250,side Chair,Home,Chair,4755.25
P0251,include Table,Home,Table,1868.31
P0252,throw Table,Home,Table,989.55
P0253, USUALLY HEADPHONES ,Electronics,Headphones,1099.92
P0254,visit Phone,Electronics,Phone,1255.67
P0255, LANGUAGE JEANS ,Clothing,Jeans,3837.53
P0256,draw Jeans,Clothing,Jeans,1203.34
P0257,help Shirt,Clothing,Shirt,4920.94
P0258,or Jacket,Clothing,Jacket,594.14
P0259, ARM LAPTOP ,Electronics,Laptop,3960.42
P0260, LIKE JACKET ,Clothing,Jacket,1363.57
P0261,different T-Shirt,Clothing,T-Shirt,3741.04
P0262,house Dictionary,Books,Dictionary,2590.53
P0263,kid Headphones,Electronics,Headphones,4729.81
P0264,together TV,Electronics,TV,4821.93
P0265,threat Headphones,Electronics,Headphones,2160.05
P0266,lose Headphones,Electronics,Headphones,2245.63
P0267,born TV,Electronics,TV,375.13
P0268,say Sofa,Home,Sofa,3007.09
P0269,movie Lamp,Home,Lamp,2179.49
P0270,send Laptop,Electronics,Laptop,4446.05
P0271,performance Comics,Books,Comics,2023.71
P0272,leg TV,Electronics,TV,3342.28
P0273,hold Chair,Home,Chair,2397.63
P0274, ONTO PHONE ,Electronics,Phone,527.99
P0275,ever Chair,Home,Chair,2953.0
P0276,quickly Table,Home,Table,4374.36
P0277,ground Novel,Books,Novel,3022.03
P0278,light Table,Home,Table,1103.06
P0279,help Biography,Books,Biography,1783.06
P0280,seven Table,Home,Table,2891.8
P0281,discussion Novel,Books,Novel,3306.26
P0282,service Table,Home,Table,3528.36
P0283,into Sofa,Home,Sofa,947.96
P0284, YOUR T-SHIRT ,Clothing,T-Shirt,3717.8
P0285,remain Phone,Electronics,Phone,1114.91
P0286,structure Dictionary,Books,Dictionary,1881.76
P0287,machine Table,Home,Table,820.12
P0288,word Phone,Electronics,Phone,3326.6
P0289,local Dictionary,Books,Dictionary,1117.07
P0290,sound TV,Electronics,TV,1452.07
P0291, GOAL COMICS ,Books,Comics,2006.55
P0292,month Phone,Electronics,Phone,4729.35
P0293,speech Jacket,Clothing,Jacket,643.92
P0294,again Dictionary,Books,Dictionary,1932.03
P0295, THUS JACKET ,Clothing,Jacket,4315.73
P0296, TEAM HEADPHONES ,Electronics,Headphones,4609.75
P0297,view Lamp,Home,Lamp,3562.02
P0298,citizen Comics,Books,Comics,153.24
P0299,piece Chair,Home,Chair,3109.72
P0300,before Table,Home,Table,574.02
P0301,open Dictionary,Books,Dictionary,2009.05
P0302,right Sofa,Home,Sofa,3906.63
P0303,economy Phone,Electronics,Phone,1009.82
P0304,decade Sofa,Home,Sofa,4103.8
P0305,father Jeans,Clothing,Jeans,1317.04
P0306,yard Jeans,Clothing,Jeans,3294.77
P0307,treat T-Shirt,Clothing,T-Shirt,2840.49
P0308,its Comics,Books,Comics,3154.73
P0309, FUTURE T-SHIRT ,Clothing,T-Shirt,2238.93
P0310,among Sofa,Home,Sofa,1792.11
P0311,according TV,Electronics,TV,236.16
P0312, STAR SOFA ,Home,Sofa,4328.04
P0313,measure Headphones,Electronics,Headphones,2793.87
P0314,never Headphones,Electronics,Headphones,2879.7
P0315,sell Jacket,Clothing,Jacket,2531.77
P0316,table Headphones,Electronics,Headphones,4500.68
P0317,word Table,Home,Table,904.17
P0318,east T-Shirt,Clothing,T-Shirt,2644.14
P0319,perhaps Jacket,Clothing,Jacket,1450.32
P0320,leg Comics,Books,Comics,309.21
P0321,section Table,Home,Table,2811.92
P0322,decade Comics,Books,Comics,4265.25
P0323, FOREIGN JACKET ,Clothing,Jacket,3334.88
P0324,none Sofa,Home,Sofa,3507.48
P0325,once Biography,Books,Biography,4693.11
P0326,show Lamp,Home,Lamp,1675.96
P0327,thought Shirt,Clothing,Shirt,2145.86
P0328,authority Table,Home,Table,942.3
P0329,guy Jacket,Clothing,Jacket,2457.04
P0330,plant Jeans,Clothing,Jeans,1514.17
P0331,fight Phone,Electronics,Phone,4388.14
P0332,environment T-Shirt,Clothing,T-Shirt,945.19
P0333, ACCORDING T-SHIRT ,Clothing,T-Shirt,1853.28
P0334,themselves T-Shirt,Clothing,T-Shirt,3774.34
P0335,fish Biography,Books,Biography,1581.87
P0336,approach Biography,Books,Biography,4738.29
P0337,hot Dictionary,Books,Dictionary,3901.71
P0338,yourself Biography,Books,Biography,4016.23
P0339, DECIDE JACKET ,Clothing,Jacket,2428.92
P0340,manage Table,Home,Table,2603.75
P0341, NEXT TV ,Electronics,TV,843.55
P0342,action Biography,Books,Biography,503.98
P0343,red T-Shirt,Clothing,T-Shirt,4655.84
P0344,blood Novel,Books,Novel,1901.11
P0345,determine Novel,Books,Novel,189.53
P0346,ability TV,Electronics,TV,731.12
P0347,choice Lamp,Home,Lamp,737.02
P0348,remember Dictionary,Books,Dictionary,4533.99
P0349,lose TV,Electronics,TV,790.12
P0350,consumer Novel,Books,Novel,1226.32
P0351,network Phone,Electronics,Phone,3212.81
P0352,must Novel,Books,Novel,4530.48
P0353,work Laptop,Electronics,Laptop,1491.8
P0354,heavy TV,Electronics,TV,2112.01
P0355, WHO TV ,Electronics,TV,2653.99
P0356,provide Headphones,Electronics,Headphones,265.5
P0357,message Comics,Books,Comics,130.4
P0358,cup TV,Electronics,TV,3302.67
P0359,add TV,Electronics,TV,1793.88
P0360,whole Chair,Home,Chair,3439.18
P0361,themselves Biography,Books,Biography,362.35
P0362,bar Novel,Books,Novel,266.84
P0363,same Shirt,Clothing,Shirt,1584.88
P0364,wind Dictionary,Books,Dictionary,3778.79
P0365,old Jacket,Clothing,Jacket,3915.17
P0366,maybe Sofa,Home,Sofa,1871.69
P0367,security Dictionary,Books,Dictionary,1963.89
P0368,travel T-Shirt,Clothing,T-Shirt,1868.37
P0369,hit Table,Home,Table,440.69
P0370,identify Jacket,Clothing,Jacket,446.34
P0371,wish Sofa,Home,Sofa,3602.43
P0372,modern T-Shirt,Clothing,T-Shirt,259.66
P0373,dark Lamp,Home,Lamp,4901.14
P0374,people Phone,Electronics,Phone,2060.74
P0375,trip Shirt,Clothing,Shirt,3057.49
P0376,class Novel,Books,Novel,1218.18
P0377,campaign Sofa,Home,Sofa,2857.86
P0378,worker T-Shirt,Clothing,T-Shirt,1891.47
P0379,than Laptop,Electronics,Laptop,2020.27
P0380,democratic Chair,Home,Chair,178.27
P0381,in T-Shirt,Clothing,T-Shirt,4572.04
P0382,central TV,Electronics,TV,3534.99
P0383,since Jacket,Clothing,Jacket,4993.21
P0384,modern Shirt,Clothing,Shirt,416.56
P0385,eat T-Shirt,Clothing,T-Shirt,4062.04
P0386,each Sofa,Home,Sofa,2772.49
P0387,last Sofa,Home,Sofa,3573.46
P0388,story Jacket,Clothing,Jacket,650.74
P0389,unit Jeans,Clothing,Jeans,2495.41
P0390,positive Sofa,Home,Sofa,4915.91
P0391, NECESSARY SHIRT ,Clothing,Shirt,2020.89
P0392,better Dictionary,Books,Dictionary,4125.53
P0393,just Laptop,Electronics,Laptop,3229.58
P0394,professional Dictionary,Books,Dictionary,1755.35
P0395,able Jeans,Clothing,Jeans,4558.03
P0396,financial Phone,Electronics,Phone,1555.42
P0397,buy Jacket,Clothing,Jacket,1166.08
P0398,education Table,Home,Table,3193.53
P0399,instead Chair,Home,Chair,3091.42
P0400,far Laptop,Electronics,Laptop,2924.2
P0401,official Jacket,Clothing,Jacket,2839.91
P0402, TREAT PHONE ,Electronics,Phone,3225.2
P0403,power Chair,Home,Chair,2112.1
P0404,forget Headphones,Electronics,Headphones,2750.61
P0405,catch Lamp,Home,Lamp,4046.38
P0406,yeah Comics,Books,Comics,3458.64
P0407,director T-Shirt,Clothing,T-Shirt,2348.99
P0408,happen Chair,Home,Chair,3605.9
P0409,relationship Lamp,Home,Lamp,1884.17
P0410,down TV,Electronics,TV,656.48
P0411,speech Biography,Books,Biography,300.5
P0412,either Dictionary,Books,Dictionary,4333.27
P0413,kitchen Jacket,Clothing,Jacket,3619.59
P0414,space Jeans,Clothing,Jeans,2597.89
P0415,reflect Comics,Books,Comics,495.74
P0416,assume Dictionary,Books,Dictionary,1114.96
P0417, SUPPORT TABLE ,Home,Table,2499.73
P0418,give Comics,Books,Comics,4243.5
P0419,scientist Biography,Books,Biography,3651.16
P0420, AMERICAN COMICS ,Books,Comics,303.23
P0421,garden Jacket,Clothing,Jacket,413.98
P0422,point Comics,Books,Comics,3135.05
P0423,listen Laptop,Electronics,Laptop,1999.82
P0424,behavior Sofa,Home,Sofa,1035.34
P0425, CONSUMER NOVEL ,Books,Novel,728.33
P0426,finally Lamp,Home,Lamp,787.26
P0427,leader Jacket,Clothing,Jacket,1626.72
P0428,thought Comics,Books,Comics,2561.21
P0429,agent Comics,Books,Comics,132.35
P0430,despite Table,Home,Table,2939.33
P0431,goal Headphones,Electronics,Headphones,3295.18
P0432,meeting Shirt,Clothing,Shirt,894.03
P0433,where Biography,Books,Biography,1248.87
P0434, TRIAL LAPTOP ,Electronics,Laptop,1602.78
P0435,citizen T-Shirt,Clothing,T-Shirt,2081.37
P0436,my Novel,Books,Novel,2617.48
P0437,book Lamp,Home,Lamp,1603.08
P0438,performance T-Shirt,Clothing,T-Shirt,1744.52
P0439,return Sofa,Home,Sofa,1001.71
P0440,start Jacket,Clothing,Jacket,1163.09
P0441,serious Sofa,Home,Sofa,3466.69
P0442,many Comics,Books,Comics,2824.41
P0443,this Sofa,Home,Sofa,3399.28
P0444,interest Dictionary,Books,Dictionary,4775.31
P0445, ORGANIZATION JACKET ,Clothing,Jacket,4778.8
P0446,actually TV,Electronics,TV,3297.06
P0447,social Biography,Books,Biography,2715.96
P0448,important Chair,Home,Chair,3717.41
P0449, COURT JEANS ,Clothing,Jeans,4530.66
P0450, STANDARD JEANS ,Clothing,Jeans,2095.84
P0451,talk Novel,Books,Novel,730.46
P0452,lay T-Shirt,Clothing,T-Shirt,4409.2
P0453,down Dictionary,Books,Dictionary,3791.76
P0454,theory Sofa,Home,Sofa,342.85
P0455,technology Laptop,Electronics,Laptop,3629.43
P0456,raise Laptop,Electronics,Laptop,4196.14
P0457,writer Headphones,Electronics,Headphones,972.24
P0458, SUPPORT TABLE ,Home,Table,2861.41
P0459,level TV,Electronics,TV,4946.04
P0460,heart Biography,Books,Biography,2366.7
P0461,knowledge Shirt,Clothing,Shirt,3669.04
P0462, RACE CHAIR ,Home,Chair,1718.71
P0463,sit Chair,Home,Chair,4287.93
P0464,nearly Dictionary,Books,Dictionary,479.35
P0465,stock Laptop,Electronics,Laptop,2413.4
P0466,at Shirt,Clothing,Shirt,1215.83
P0467,respond Sofa,Home,Sofa,3628.27
P0468,accept TV,Electronics,TV,3479.2
P0469,either Phone,Electronics,Phone,840.6
P0470,assume Table,Home,Table,4706.15
P0471,low Chair,Home,Chair,711.17
P0472,even T-Shirt,Clothing,T-Shirt,3048.41
P0473,whole Dictionary,Books,Dictionary,4019.88
P0474,conference Jeans,Clothing,Jeans,2999.28
P0475,set Headphones,Electronics,Headphones,1840.84
P0476,see Phone,Electronics,Phone,4519.3
P0477,specific Jeans,Clothing,Jeans,4279.71
P0478,plan Novel,Books,Novel,3598.74
P0479,evidence Novel,Books,Novel,2255.14
P0480,property Headphones,Electronics,Headphones,2106.35
P0481,word Headphones,Electronics,Headphones,1575.44
P0482,dog Headphones,Electronics,Headphones,64.93
P0483, REMEMBER SHIRT ,Clothing,Shirt,1755.42
P0484,modern Phone,Electronics,Phone,391.64
P0485,past Novel,Books,Novel,940.91
P0486,they T-Shirt,Clothing,T-Shirt,4462.1
P0487,however Dictionary,Books,Dictionary,3429.52
P0488,entire Jacket,Clothing,Jacket,4964.59
P0489,mind Biography,Books,Biography,1152.32
P0490,note Phone,Electronics,Phone,2341.87
P0491,claim Dictionary,Books,Dictionary,1275.18
P0492,important Chair,Home,Chair,4690.18
P0493,resource Phone,Electronics,Phone,2125.24
P0494,artist Laptop,Electronics,Laptop,549.44
P0495,on Headphones,Electronics,Headphones,3531.27
P0496,career Laptop,Electronics,Laptop,2041.21
P0497,tough Jeans,Clothing,Jeans,3891.51
P0498,statement Jacket,Clothing,Jacket,4586.17
P0499,production Sofa,Home,Sofa,4387.48
P0500,happy T-Shirt,Clothing,T-Shirt,351.74
