invoice_id,po_id,invoiced_price_per_unit,invoice_timestamp,ingestion_timestamp
INV00000347,PO0001333,2666.19,2026-03-09 23:12:56.000000,2026-08-12 21:45:25.315550
INV00000651,PO0003139,1918.78,2025-11-04 08:51:12.000000,2026-08-12 21:45:25.315550
INV00000771,PO0000411,1925.24,2024-12-01 16:36:09.000000,2026-08-12 21:45:25.315550
INV00001102,PO0004388,3239.96,2026-02-28 22:37:50.000000,2026-08-12 21:45:25.315550
INV00001140,PO0001151,3193.12,2025-01-05 18:42:14.000000,2026-08-12 21:45:25.315550
INV00001203,PO0003690,3043.39,2025-02-11 16:48:40.000000,2026-08-12 21:45:25.315550
INV00001909,PO0000749,3983.21,2024-12-02 11:04:00.000000,2026-08-12 21:45:25.315550
INV00001954,PO0001612,5272.43,2024-06-15 18:22:06.000000,2026-08-12 21:45:25.315550
INV00002425,PO0000894,4247.3,2025-05-07 14:53:28.000000,2026-08-12 21:45:25.315550
INV00002627,PO0000208,1633.79,2024-12-29 07:12:09.000000,2026-08-12 21:45:25.315550
INV00002924,PO0003099,2725.55,2025-03-16 00:23:00.000000,2026-08-12 21:45:25.315550
INV00003116,PO0003108,1110.02,2025-03-19 14:52:40.000000,2026-08-12 21:45:25.315550
INV00003170,PO0001064,208.1,2025-09-22 01:57:17.000000,2026-08-12 21:45:25.315550
INV00003218,PO0002345,4046.29,2024-05-28 14:47:16.000000,2026-08-12 21:45:25.315550
INV00003307,PO0002350,4736.13,2025-05-15 11:41:51.098952,2026-08-12 21:45:25.315550
INV00003383,PO0003094,2835.0,2026-01-03 03:28:47.000000,2026-08-12 21:45:25.315550
INV00003472,PO0002376,819.15,2026-04-17 07:49:18.000000,2026-08-12 21:45:25.315550
INV00003500,PO0004172,3767.19,2024-09-14 01:55:35.000000,2026-08-12 21:45:25.315550
INV00003949,PO0003464,1984.56,2025-10-16 23:48:56.000000,2026-08-12 21:45:25.315550
INV00004094,PO0004232,3879.93,2025-03-14 09:26:29.000000,2026-08-12 21:45:25.315550
INV00004141,PO0002425,5419.03,2026-04-24 12:55:10.000000,2026-08-12 21:45:25.315550
INV00004228,PO0001520,3276.64,2024-11-04 02:47:10.000000,2026-08-12 21:45:25.315550
INV00004927,PO0003160,4271.4,2024-05-04 11:59:43.000000,2026-08-12 21:45:25.315550
INV00000639,PO0000412,5033.69,2025-07-22 21:48:05.000000,2026-08-12 21:45:25.315550
INV00000641,PO0004833,47.79,2024-07-27 17:48:22.000000,2026-08-12 21:45:25.315550
INV00000652,PO0001099,3711.75,2025-05-04 11:11:05.000000,2026-08-12 21:45:25.315550
INV00000780,PO0001270,5040.66,2024-11-21 14:07:11.000000,2026-08-12 21:45:25.315550
INV00000858,PO0001853,5066.82,2026-04-08 06:25:16.000000,2026-08-12 21:45:25.315550
INV00001018,PO0003625,984.39,2025-05-16 23:32:26.000000,2026-08-12 21:45:25.315550
INV00001035,PO0004536,5441.26,2026-03-25 03:06:27.000000,2026-08-12 21:45:25.315550
INV00001165,PO0000939,3444.95,2025-10-17 17:37:07.000000,2026-08-12 21:45:25.315550
INV00001330,PO0002928,2643.23,2026-01-16 06:42:14.000000,2026-08-12 21:45:25.315550
INV00001334,PO0002375,4083.03,2024-10-19 13:11:01.000000,2026-08-12 21:45:25.315550
INV00001368,PO0000287,3477.51,2025-11-24 10:26:35.000000,2026-08-12 21:45:25.315550
INV00001463,PO0003612,$4039.91,2024-09-25 05:21:28.000000,2026-08-12 21:45:25.315550
INV00001588,PO0002313,4124.61,2026-04-26 04:41:08.000000,2026-08-12 21:45:25.315550
INV00001815,PO0002596,5234.93,2024-05-24 06:50:20.000000,2026-08-12 21:45:25.315550
INV00002204,PO0000418,5100.82,2025-05-17 11:41:51.097427,2026-08-12 21:45:25.315550
INV00002574,PO0001430,$1561.94,2025-05-23 12:37:45.000000,2026-08-12 21:45:25.315550
INV00002594,PO0004379,655.15,2025-06-19 12:17:40.000000,2026-08-12 21:45:25.315550
INV00002847,PO0003249,2179.07,2024-12-05 11:44:58.000000,2026-08-12 21:45:25.315550
INV00003069,PO0000653,5425.01,2025-10-29 13:16:28.000000,2026-08-12 21:45:25.315550
INV00003209,PO0000923,$2050.9,2024-08-09 10:44:17.000000,2026-08-12 21:45:25.315550
INV00003271,PO0003430,4022.94,2025-05-21 15:22:21.000000,2026-08-12 21:45:25.315550
INV00003939,PO0001393,2423.74,2024-07-19 15:49:22.000000,2026-08-12 21:45:25.315550
INV00004025,PO0000767,647.93,2025-07-13 13:08:41.000000,2026-08-12 21:45:25.315550
INV00004066,PO0001692,46.36,2025-04-05 03:34:36.000000,2026-08-12 21:45:25.315550
INV00004078,PO0002311,1001.99,2025-05-20 21:31:58.000000,2026-08-12 21:45:25.315550
INV00004131,PO0003501,675.12,2024-12-28 20:31:22.000000,2026-08-12 21:45:25.315550
INV00004413,PO0004120,2254.69,2025-06-12 01:16:51.000000,2026-08-12 21:45:25.315550
INV00004677,PO0000278,1958.73,2024-07-22 05:56:34.000000,2026-08-12 21:45:25.315550
INV00004817,PO0001733,2296.92,2026-01-18 22:00:48.000000,2026-08-12 21:45:25.315550
INV00004993,PO0003383,310.08,2025-03-12 17:49:46.000000,2026-08-12 21:45:25.315550
INV00000035,PO0001380,4084.05,2024-07-23 11:14:24.000000,2026-08-12 21:45:25.315550
INV00000065,PO0000822,562.14,2025-10-02 02:11:53.000000,2026-08-12 21:45:25.315550
INV00000162,PO0000118,5079.81,2025-05-26 11:41:51.091922,2026-08-12 21:45:25.315550
INV00000903,PO0003518,2726.58,2026-03-15 15:21:43.000000,2026-08-12 21:45:25.315550
INV00000937,PO0004987,263.05,2025-09-07 11:12:06.000000,2026-08-12 21:45:25.315550
INV00001073,PO0002245,2542.23,2024-07-18 19:15:21.000000,2026-08-12 21:45:25.315550
INV00001093,PO0004371,1762.79,2024-09-22 17:34:40.000000,2026-08-12 21:45:25.315550
INV00001517,PO0004020,3456.08,2024-05-08 17:20:37.000000,2026-08-12 21:45:25.315550
INV00001718,PO0003165,5462.96,2026-02-01 18:29:44.000000,2026-08-12 21:45:25.315550
INV00001805,PO0001252,513.58,2025-02-12 07:23:00.000000,2026-08-12 21:45:25.315550
INV00002172,PO0002853,4013.07,2025-08-15 16:48:22.000000,2026-08-12 21:45:25.315550
INV00002257,PO0001071,1892.22,2025-05-20 11:41:51.097427,2026-08-12 21:45:25.315550
INV00002647,PO0003601,445.0,2026-04-15 21:13:19.000000,2026-08-12 21:45:25.315550
INV00002735,PO0001956,2713.31,2025-12-28 07:10:29.000000,2026-08-12 21:45:25.315550
INV00003226,PO0001107,1666.29,2025-09-26 13:43:25.000000,2026-08-12 21:45:25.315550
INV00003273,PO0001686,3285.12,2025-07-13 21:00:11.000000,2026-08-12 21:45:25.315550
INV00003378,PO0003501,3552.11,2025-01-14 20:31:22.000000,2026-08-12 21:45:25.315550
INV00003445,PO0000605,1238.23,2025-06-30 01:26:32.000000,2026-08-12 21:45:25.315550
INV00003981,PO0000412,2349.28,2025-08-08 21:48:05.000000,2026-08-12 21:45:25.315550
INV00004650,PO0003511,1158.15,2025-05-20 05:20:17.000000,2026-08-12 21:45:25.315550
INV00004909,PO0004751,3223.87,2026-01-01 06:53:24.000000,2026-08-12 21:45:25.315550
INV00000492,PO0001834,4787.72,2024-11-09 18:50:49.000000,2026-08-12 21:45:25.315550
INV00001135,PO0000175,3305.08,2024-06-29 13:48:06.000000,2026-08-12 21:45:25.315550
INV00001306,PO0002873,1184.66,2026-01-21 04:11:17.000000,2026-08-12 21:45:25.315550
INV00001419,PO0002551,4319.7,2024-05-16 12:28:41.000000,2026-08-12 21:45:25.315550
INV00001822,PO0001321,2015.23,2025-02-24 19:44:24.000000,2026-08-12 21:45:25.315550
INV00002086,PO0003979,4825.43,2024-08-02 22:06:15.000000,2026-08-12 21:45:25.315550
INV00002142,PO0000065,39.97,2024-10-09 04:56:58.000000,2026-08-12 21:45:25.315550
INV00002557,PO0004736,4748.81,2026-01-01 01:52:19.000000,2026-08-12 21:45:25.315550
INV00002589,PO0003138,2434.24,2025-05-12 11:41:51.098952,2026-08-12 21:45:25.315550
INV00002598,PO0000510,3360.78,2026-04-12 14:05:57.000000,2026-08-12 21:45:25.315550
INV00002653,PO0002436,3462.78,2024-08-05 03:43:48.000000,2026-08-12 21:45:25.315550
INV00002732,PO0003768,4118.74,2025-04-10 05:14:01.000000,2026-08-12 21:45:25.315550
INV00002972,PO0000258,4746.49,2024-11-23 18:01:17.000000,2026-08-12 21:45:25.315550
INV00003067,PO0001009,2806.64,2024-09-23 14:40:29.000000,2026-08-12 21:45:25.315550
INV00003515,PO0002123,536.26,2024-10-02 17:59:15.000000,2026-08-12 21:45:25.315550
INV00003521,PO0000818,1703.12,2025-07-31 04:10:37.000000,2026-08-12 21:45:25.315550
INV00003623,PO0001287,2501.05,2024-06-09 16:37:30.000000,2026-08-12 21:45:25.315550
INV00004056,PO0002546,4568.44,2024-10-02 02:29:43.000000,2026-08-12 21:45:25.315550
INV00004200,PO0001355,2778.11,2025-05-08 11:41:51.102408,2026-08-12 21:45:25.315550
INV00004502,PO0003292,3141.26,2025-07-19 03:17:30.000000,2026-08-12 21:45:25.315550
INV00004542,PO0004193,3998.63,2024-10-13 16:24:58.000000,2026-08-12 21:45:25.315550
INV00004692,PO0002569,3014.26,2026-05-16 18:45:46.000000,2026-08-12 21:45:25.315550
INV00004795,PO0002440,5191.77,2025-05-13 11:41:51.103922,2026-08-12 21:45:25.315550
INV00000084,PO0000161,2473.37,2025-05-01 08:36:09.000000,2026-08-12 21:45:25.315550
INV00000284,PO0000717,3393.38,2024-05-24 23:53:42.000000,2026-08-12 21:45:25.315550
INV00000321,PO0002419,4825.22,2024-12-04 09:59:01.000000,2026-08-12 21:45:25.315550
INV00000571,PO0002049,3404.2,2025-09-12 06:07:03.000000,2026-08-12 21:45:25.315550
INV00000730,PO0000720,3191.97,2025-08-02 09:10:07.000000,2026-08-12 21:45:25.315550
INV00001264,PO0000061,4281.38,2024-11-02 00:17:24.000000,2026-08-12 21:45:25.315550
INV00001405,PO0000809,2335.16,2025-02-27 12:23:34.000000,2026-08-12 21:45:25.315550
INV00001433,PO0003729,3398.36,2024-07-04 05:19:55.000000,2026-08-12 21:45:25.315550
INV00001536,PO0002331,3341.75,2025-06-19 02:59:08.000000,2026-08-12 21:45:25.315550
INV00001584,PO0001636,1375.84,2024-05-25 02:03:46.000000,2026-08-12 21:45:25.315550
INV00001648,PO0004544,4058.31,2025-11-25 06:15:40.000000,2026-08-12 21:45:25.315550
INV00002056,PO0001738,3051.3,2025-04-16 19:58:01.000000,2026-08-12 21:45:25.315550
INV00002109,PO0002970,2206.16,2025-09-10 02:53:24.000000,2026-08-12 21:45:25.315550
INV00002221,PO0004677,5275.87,2025-01-12 14:59:13.000000,2026-08-12 21:45:25.315550
INV00002690,PO0004539,4887.03,2024-11-21 05:35:58.000000,2026-08-12 21:45:25.315550
INV00002779,PO0004948,2275.43,2024-06-21 03:41:47.000000,2026-08-12 21:45:25.315550
INV00002817,PO0001665,4654.45,2025-02-28 09:13:14.000000,2026-08-12 21:45:25.315550
INV00003047,PO0004994,2805.73,2025-05-08 16:19:17.000000,2026-08-12 21:45:25.315550
INV00003451,PO0002301,4474.56,2024-08-07 23:44:06.000000,2026-08-12 21:45:25.315550
INV00003674,PO0004755,1865.65,2024-09-29 12:05:41.000000,2026-08-12 21:45:25.315550
INV00003781,PO0001968,137.58,2024-09-29 21:47:06.000000,2026-08-12 21:45:25.315550
INV00003841,PO0000268,285.59,2025-05-23 11:41:51.101047,2026-08-12 21:45:25.315550
INV00003882,PO0004765,1751.57,2025-07-25 16:11:55.000000,2026-08-12 21:45:25.315550
INV00003904,PO0001240,2194.97,2025-04-28 13:34:09.000000,2026-08-12 21:45:25.315550
INV00004073,PO0003876,781.13,2024-08-15 18:39:29.000000,2026-08-12 21:45:25.315550
INV00004076,PO0001732,1445.67,2025-01-09 05:16:18.000000,2026-08-12 21:45:25.315550
INV00004298,PO0002674,1056.63,2025-12-12 14:38:10.000000,2026-08-12 21:45:25.315550
INV00004428,PO0000106,848.73,2025-01-10 16:49:01.000000,2026-08-12 21:45:25.315550
INV00004628,PO0002518,1829.47,2025-12-17 19:10:24.000000,2026-08-12 21:45:25.315550
INV00004780,PO0003848,2654.9,2026-03-30 02:05:02.000000,2026-08-12 21:45:25.315550
INV00000007,PO0000208,2046.27,2024-12-27 07:12:09.000000,2026-08-12 21:45:25.315550
INV00000010,PO0002392,3288.74,2024-04-21 22:12:16.000000,2026-08-12 21:45:25.315550
INV00000329,PO0004615,746.56,2025-02-11 05:20:35.000000,2026-08-12 21:45:25.315550
INV00000435,PO0004592,515.05,2025-04-26 05:51:52.000000,2026-08-12 21:45:25.315550
INV00000605,PO0001751,947.76,2026-02-20 04:43:04.000000,2026-08-12 21:45:25.315550
INV00000742,PO0003051,5234.52,2025-05-22 22:04:57.000000,2026-08-12 21:45:25.315550
INV00000953,PO0000464,3619.07,2026-04-07 09:26:42.000000,2026-08-12 21:45:25.315550
INV00001176,PO0002704,2223.6,2025-05-12 11:41:51.094522,2026-08-12 21:45:25.315550
INV00001265,PO0000238,1994.21,2024-12-10 08:10:56.000000,2026-08-12 21:45:25.315550
INV00001755,PO0004381,5307.53,2025-05-11 04:48:33.000000,2026-08-12 21:45:25.315550
INV00001794,PO0002609,5346.51,2026-04-01 17:31:40.000000,2026-08-12 21:45:25.315550
INV00001887,PO0002369,5219.76,2024-09-12 06:39:39.000000,2026-08-12 21:45:25.315550
INV00001966,PO0000103,5307.17,2026-04-20 19:41:02.000000,2026-08-12 21:45:25.315550
INV00002036,PO0003413,874.41,2025-05-02 11:41:51.097427,2026-08-12 21:45:25.315550
INV00002068,PO0002019,550.46,2025-06-21 07:30:19.000000,2026-08-12 21:45:25.315550
INV00002469,PO0003068,5052.71,2026-04-16 08:10:00.000000,2026-08-12 21:45:25.315550
INV00002774,PO0001518,70.08,2024-07-31 00:08:03.000000,2026-08-12 21:45:25.315550
INV00002791,PO0002201,4112.56,2025-04-24 21:28:48.000000,2026-08-12 21:45:25.315550
INV00002979,PO0002636,1608.52,2025-04-03 01:22:54.000000,2026-08-12 21:45:25.315550
INV00003332,PO0003047,3837.58,2025-09-23 06:00:29.000000,2026-08-12 21:45:25.315550
INV00003506,PO0002672,5018.5,2025-01-30 05:59:51.000000,2026-08-12 21:45:25.315550
INV00003555,PO0004353,889.58,2025-10-28 11:05:47.000000,2026-08-12 21:45:25.315550
INV00003833,PO0002278,3321.03,2024-10-14 07:36:59.000000,2026-08-12 21:45:25.315550
INV00004159,PO0000760,87.35,2026-01-17 22:21:14.000000,2026-08-12 21:45:25.315550
INV00004319,PO0004543,4517.46,2025-05-21 11:41:51.102408,2026-08-12 21:45:25.315550
INV00004377,PO0004474,2549.37,2024-12-22 04:02:52.000000,2026-08-12 21:45:25.315550
INV00004458,PO0003427,3046.93,2025-06-21 00:46:09.000000,2026-08-12 21:45:25.315550
INV00004530,PO0004968,517.29,2024-10-08 01:02:12.000000,2026-08-12 21:45:25.315550
INV00004983,PO0001914,3864.04,2024-10-24 13:47:35.000000,2026-08-12 21:45:25.315550
INV00000236,PO0004266,2958.98,2025-02-16 23:11:19.000000,2026-08-12 21:45:25.315550
INV00000344,PO0000742,849.55,2025-06-13 12:41:33.000000,2026-08-12 21:45:25.315550
INV00000390,PO0001089,3266.51,2025-01-17 19:58:56.000000,2026-08-12 21:45:25.315550
INV00000460,PO0002236,3860.25,2024-11-27 00:53:34.000000,2026-08-12 21:45:25.315550
INV00000608,PO0000346,2522.3,2025-05-16 11:41:51.093428,2026-08-12 21:45:25.315550
INV00001172,PO0001396,3233.78,2026-05-21 10:21:39.000000,2026-08-12 21:45:25.315550
INV00001284,PO0003870,5008.57,2024-09-16 23:49:37.000000,2026-08-12 21:45:25.315550
INV00001750,PO0003315,227.44,2024-09-06 05:46:45.000000,2026-08-12 21:45:25.315550
INV00001960,PO0003188,2559.61,2026-03-28 07:44:31.000000,2026-08-12 21:45:25.315550
INV00001970,PO0000681,4868.3,2024-12-13 22:04:24.000000,2026-08-12 21:45:25.315550
INV00002034,PO0004005,2776.99,2026-04-12 07:09:22.000000,2026-08-12 21:45:25.315550
INV00002193,PO0000418,520.72,2025-05-07 11:41:51.097427,2026-08-12 21:45:25.315550
INV00002370,PO0003039,3227.88,2024-09-09 19:25:25.000000,2026-08-12 21:45:25.315550
INV00002437,PO0001773,4138.52,2025-12-06 23:11:25.000000,2026-08-12 21:45:25.315550
INV00002480,PO0002563,2471.69,2025-02-08 21:23:46.000000,2026-08-12 21:45:25.315550
INV00002651,PO0002340,4751.74,2024-10-27 20:32:37.000000,2026-08-12 21:45:25.315550
INV00002983,PO0000306,2156.91,2025-04-25 11:41:51.098952,2026-08-12 21:45:25.315550
INV00003238,PO0000335,4219.16,2026-02-22 04:04:20.000000,2026-08-12 21:45:25.315550
INV00003676,PO0001761,1493.54,2025-07-17 18:46:23.000000,2026-08-12 21:45:25.315550
INV00003702,PO0003729,32.87,2024-06-11 05:19:55.000000,2026-08-12 21:45:25.315550
INV00003928,PO0001396,505.69,2026-05-01 10:21:39.000000,2026-08-12 21:45:25.315550
INV00004215,PO0004741,$3896.33,2025-05-07 11:41:51.102408,2026-08-12 21:45:25.315550
INV00004851,PO0001671,3900.99,2025-11-02 10:30:56.000000,2026-08-12 21:45:25.315550
INV00000135,PO0003772,501.47,2025-05-27 11:41:51.091922,2026-08-12 21:45:25.315550
INV00000325,PO0002310,2755.58,2025-05-17 11:41:51.091922,2026-08-12 21:45:25.315550
INV00000439,PO0001495,5398.83,2024-06-13 01:26:53.000000,2026-08-12 21:45:25.315550
INV00000505,PO0003198,5205.6,2025-12-08 16:29:48.000000,2026-08-12 21:45:25.315550
INV00000893,PO0001924,2871.53,2025-05-16 11:41:51.093428,2026-08-12 21:45:25.315550
INV00001052,PO0002632,2816.19,2024-05-21 23:04:53.000000,2026-08-12 21:45:25.315550
INV00001222,PO0001285,2830.67,2024-06-21 12:38:55.000000,2026-08-12 21:45:25.315550
INV00001609,PO0000006,1353.81,2025-02-07 06:18:23.000000,2026-08-12 21:45:25.315550
INV00001979,PO0001060,5447.95,2025-04-13 13:54:43.000000,2026-08-12 21:45:25.315550
INV00002067,PO0004445,4501.53,2025-01-19 09:31:29.000000,2026-08-12 21:45:25.315550
INV00002132,PO0001746,2156.72,2025-10-19 23:07:57.000000,2026-08-12 21:45:25.315550
INV00002176,PO0004881,1052.96,2025-12-07 21:10:35.000000,2026-08-12 21:45:25.315550
INV00002263,PO0000123,1950.87,2026-03-10 03:07:15.000000,2026-08-12 21:45:25.315550
INV00002605,PO0001492,1178.49,2025-06-10 22:27:52.000000,2026-08-12 21:45:25.315550
INV00003546,PO0003861,545.34,2026-01-18 11:12:39.000000,2026-08-12 21:45:25.315550
INV00003680,PO0001472,1925.78,2025-03-01 17:03:20.000000,2026-08-12 21:45:25.315550
INV00003707,PO0002608,2852.41,2025-11-15 21:26:52.000000,2026-08-12 21:45:25.315550
INV00004084,PO0000355,3584.88,2024-08-03 10:31:34.000000,2026-08-12 21:45:25.315550
INV00004632,PO0000730,2658.66,2025-09-17 20:56:00.000000,2026-08-12 21:45:25.315550
INV00000179,PO0004111,2967.57,2025-10-05 22:13:24.000000,2026-08-12 21:45:25.315550
INV00000218,PO0001663,1526.12,2025-06-07 20:47:44.000000,2026-08-12 21:45:25.315550
INV00000356,PO0003329,5190.47,2025-05-12 22:50:24.000000,2026-08-12 21:45:25.315550
INV00001480,PO0000155,1290.34,2025-12-19 14:55:36.000000,2026-08-12 21:45:25.315550
INV00001655,PO0004320,1499.0,2025-05-26 11:41:51.095433,2026-08-12 21:45:25.315550
INV00001742,PO0002589,5107.86,2025-08-06 07:05:41.000000,2026-08-12 21:45:25.315550
INV00001780,PO0003520,2369.97,2025-08-05 16:59:36.000000,2026-08-12 21:45:25.315550
INV00001837,PO0004553,5322.41,2025-02-07 22:47:55.000000,2026-08-12 21:45:25.315550
INV00001901,PO0001779,5085.49,2026-02-22 14:05:18.000000,2026-08-12 21:45:25.315550
INV00002098,PO0003758,5227.72,2025-05-13 14:03:54.000000,2026-08-12 21:45:25.315550
INV00002140,PO0000552,932.7,2026-01-24 11:23:11.000000,2026-08-12 21:45:25.315550
INV00002201,PO0004081,4306.44,2025-06-11 05:51:40.000000,2026-08-12 21:45:25.315550
INV00002825,PO0000345,3476.67,2026-03-07 22:11:05.000000,2026-08-12 21:45:25.315550
INV00003760,PO0003127,1407.5,2025-03-03 21:57:19.000000,2026-08-12 21:45:25.315550
INV00003995,PO0002927,752.14,2024-06-30 11:56:03.000000,2026-08-12 21:45:25.315550
INV00004422,PO0000284,3789.26,2026-03-24 03:25:56.000000,2026-08-12 21:45:25.315550
INV00004711,PO0002303,3940.92,2026-02-13 15:15:50.000000,2026-08-12 21:45:25.315550
INV00004767,PO0001243,2922.41,2024-12-31 21:08:49.000000,2026-08-12 21:45:25.315550
INV00004853,PO0002649,1085.3,2025-11-21 10:43:38.000000,2026-08-12 21:45:25.315550
INV00000186,PO0004575,3526.56,2025-10-09 23:05:38.000000,2026-08-12 21:45:25.315550
INV00000195,PO0000742,2418.17,2025-06-22 12:41:33.000000,2026-08-12 21:45:25.315550
INV00000399,PO0000698,919.9,2024-11-15 06:14:31.000000,2026-08-12 21:45:25.315550
INV00000541,PO0002674,3341.6,2025-11-30 14:38:10.000000,2026-08-12 21:45:25.315550
INV00000835,PO0002992,3798.93,2024-07-22 20:19:54.000000,2026-08-12 21:45:25.315550
INV00000958,PO0001608,2252.71,2024-12-24 17:33:54.000000,2026-08-12 21:45:25.315550
