po_id,vendor_id,item_name,quantity_requested,po_timestamp,ingestion_timestamp
PO0000185,V03600,Solutions,906,2024-05-09 13:58:39,2026-08-12 21:41:41.391515
PO0000186,V04677,Schemas,506,2025-09-08 01:51:17,2026-08-12 21:41:41.391515
PO0000187,V02571,Paradigms,495,2025-01-29 12:42:01,2026-08-12 21:41:41.391515
PO0000188,V01522,E-services,-913,2025-07-06 20:09:55,2026-08-12 21:41:41.391515
PO0000189,V03611,Users,206,2025-11-02 05:32:18,2026-08-12 21:41:41.391515
PO0000190,V02682,Users,842,2026-04-08 09:01:56,2026-08-12 21:41:41.391515
PO0000191,V04520,Niches,433,2024-08-18 11:19:13,2026-08-12 21:41:41.391515
PO0000192,V00183,Users,159,2024-08-13 05:19:55,2026-08-12 21:41:41.391515
PO0000193,V04329,Architectures,843,2025-07-22 05:43:18,2026-08-12 21:41:41.391515
PO0000194,V00748,Systems,438,2024-11-26 00:34:31,2026-08-12 21:41:41.391515
PO0000195,V04980,Functionalities,86,2024-07-17 21:41:35,2026-08-12 21:41:41.391515
PO0000196,V01385,Roi,236,2024-06-12 09:58:28,2026-08-12 21:41:41.391515
PO0000197,V02546,Info-mediaries,498,2024-12-24 13:30:37,2026-08-12 21:41:41.391515
PO0000198,V04692,Niches,522,2026-04-05 17:54:52,2026-08-12 21:41:41.391515
PO0000199,V04174,Systems,104,2026-02-18 15:04:51,2026-08-12 21:41:41.391515
PO0000200,V00891,Metrics,979,2026-04-09 12:49:09,2026-08-12 21:41:41.391515
PO0000201,V04429,Roi,628,2025-12-06 00:00:42,2026-08-12 21:41:41.391515
PO0000202,V02901,Channels,719,2025-03-02 20:41:21,2026-08-12 21:41:41.391515
PO0000203,V02295,Experiences,908,2024-10-04 14:49:13,2026-08-12 21:41:41.391515
PO0000204,V03854,E-services,854,2024-05-20 15:53:17,2026-08-12 21:41:41.391515
PO0000205,V01208,Relationships,65,2024-08-13 18:51:15,2026-08-12 21:41:41.391515
PO0000206,V00256,Paradigms,258,2025-07-21 08:54:12,2026-08-12 21:41:41.391515
PO0000207,V03658,Channels,771,2024-12-20 19:23:39,2026-08-12 21:41:41.391515
PO0000208,V03224,Paradigms,733,2024-12-19 07:12:09,2026-08-12 21:41:41.391515
PO0000209,V00942,Users,234,2025-11-27 08:05:04,2026-08-12 21:41:41.391515
PO0000210,V02034,Users,360,2025-09-16 09:42:11,2026-08-12 21:41:41.391515
PO0000211,V03021,E-services,598,2025-10-14 14:12:52,2026-08-12 21:41:41.391515
PO0000212,V04984,Systems,673,2025-07-13 17:20:49,2026-08-12 21:41:41.391515
PO0000213,V00113,Services,173,2025-02-24 10:09:40,2026-08-12 21:41:41.391515
PO0000214,V01015,Infrastructures,318,2024-10-15 15:59:42,2026-08-12 21:41:41.391515
PO0000215,V03675,Solutions,537,2025-03-22 13:47:12,2026-08-12 21:41:41.391515
PO0000216,V00161,Platforms,580,2024-10-24 19:26:52,2026-08-12 21:41:41.391515
PO0000217,V04202,Schemas,574,2025-04-12 20:12:00,2026-08-12 21:41:41.391515
PO0000218,V03642,Info-mediaries,230,2025-09-19 03:35:30,2026-08-12 21:41:41.391515
PO0000219,V04605,Partnerships,31,2025-10-29 09:42:26,2026-08-12 21:41:41.391515
PO0000220,V04119,Schemas,412,2026-01-08 23:44:25,2026-08-12 21:41:41.391515
PO0000221,V02593,Users,556,2024-08-15 18:06:07,2026-08-12 21:41:41.391515
PO0000222,V04827,E-services,744,2025-09-01 13:52:42,2026-08-12 21:41:41.391515
PO0000223,V01889,Partnerships,794,2025-03-01 09:08:13,2026-08-12 21:41:41.391515
PO0000224,V02245,Users,-74,2024-08-29 21:12:34,2026-08-12 21:41:41.391515
PO0000226,V02169,Solutions,846,2025-08-14 10:58:58,2026-08-12 21:41:41.391515
PO0000227,V02244,Networks,286,2025-10-31 08:39:08,2026-08-12 21:41:41.391515
PO0000228,V00043,Metrics,764,2024-12-04 10:18:05,2026-08-12 21:41:41.391515
PO0000229,V03552,Bandwidth,869,2025-09-15 19:31:53,2026-08-12 21:41:41.391515
PO0000230,V00796,Experiences,408,2025-12-02 09:09:17,2026-08-12 21:41:41.391515
PO0000231,V04161,Users,290,2024-09-04 17:29:03,2026-08-12 21:41:41.391515
PO0000232,V01585,Methodologies,78,2024-05-21 05:00:34,2026-08-12 21:41:41.391515
PO0000233,V00059,Roi,389,2025-03-19 03:15:28,2026-08-12 21:41:41.391515
PO0000234,V04303,Systems,44,2025-02-04 19:39:14,2026-08-12 21:41:41.391515
PO0000235,V00159,Niches,143,2024-06-16 00:52:44,2026-08-12 21:41:41.391515
PO0000236,V03008,Paradigms,92,2025-01-03 09:12:54,2026-08-12 21:41:41.391515
PO0000237,V00687,Services,486,2025-09-15 03:57:59,2026-08-12 21:41:41.391515
PO0000238,V04271,Systems,166,2024-11-05 08:10:56,2026-08-12 21:41:41.391515
PO0000239,V02080,Roi,939,2025-08-15 07:06:15,2026-08-12 21:41:41.391515
PO0000240,V01194,Solutions,583,2025-05-22 12:46:03,2026-08-12 21:41:41.391515
PO0000241,V03304,Roi,625,2024-05-09 00:45:31,2026-08-12 21:41:41.391515
PO0000242,V00310,Architectures,892,2025-09-02 00:12:56,2026-08-12 21:41:41.391515
PO0000243,V04418,E-services,446,2025-09-19 11:56:43,2026-08-12 21:41:41.391515
PO0000244,V02375,Niches,466,2025-06-20 03:45:11,2026-08-12 21:41:41.391515
PO0000245,V02702,Models,751,2025-01-06 19:34:17,2026-08-12 21:41:41.391515
PO0000246,V02690,Users,628,2024-07-02 10:10:44,2026-08-12 21:41:41.391515
PO0000247,V02097,Metrics,896,2024-09-16 02:30:44,2026-08-12 21:41:41.391515
PO0000248,V01639,Experiences,254,2024-09-24 01:13:52,2026-08-12 21:41:41.391515
PO0000249,V03784,Experiences,115,2025-11-01 05:44:41,2026-08-12 21:41:41.391515
PO0000250,V02713,Systems,136,2024-07-10 02:13:37,2026-08-12 21:41:41.391515
PO0000252,V04294,Systems,463,2025-09-08 12:41:38,2026-08-12 21:41:41.391515
PO0000253,V00795,Niches,902,2025-06-10 02:59:56,2026-08-12 21:41:41.391515
PO0000254,V00767,E-tailers,707,2025-11-29 12:52:55,2026-08-12 21:41:41.391515
PO0000255,V00032,Channels,335,2026-02-08 06:10:47,2026-08-12 21:41:41.391515
PO0000256,V02799,E-services,768,2024-05-19 10:10:24,2026-08-12 21:41:41.391515
PO0000257,V03181,Models,684,2024-05-21 21:06:55,2026-08-12 21:41:41.391515
PO0000258,V00886,Metrics,906,2024-11-15 18:01:17,2026-08-12 21:41:41.391515
PO0000259,V01980,Architectures,100,2025-07-07 18:23:09,2026-08-12 21:41:41.391515
PO0000260,V03324,Action-items,563,2025-06-07 02:43:29,2026-08-12 21:41:41.391515
PO0000261,V03214,Experiences,457,2026-02-08 12:24:47,2026-08-12 21:41:41.391515
PO0000262,V02316,Paradigms,938,2026-02-07 23:48:28,2026-08-12 21:41:41.391515
PO0000263,V02660,Solutions,854,2024-10-09 08:13:12,2026-08-12 21:41:41.391515
PO0000264,V00937,Networks,645,2025-10-17 02:37:55,2026-08-12 21:41:41.391515
PO0000265,V02849,Paradigms,184,2026-02-11 12:35:01,2026-08-12 21:41:41.391515
PO0000267,V00637,E-markets,215,2024-06-06 21:33:18,2026-08-12 21:41:41.391515
PO0000269,V01114,Architectures,911,2025-08-29 22:45:05,2026-08-12 21:41:41.391515
PO0000270,V02732,E-business,617,2024-06-22 00:36:25,2026-08-12 21:41:41.391515
PO0000271,V04294,Schemas,619,2024-09-02 07:35:58,2026-08-12 21:41:41.391515
PO0000272,V00477,Functionalities,594,2026-02-07 14:42:58,2026-08-12 21:41:41.391515
PO0000273,V03780,Roi,792,2024-08-13 22:40:49,2026-08-12 21:41:41.391515
PO0000274,V01241,Convergence,-705,2024-06-30 07:11:52,2026-08-12 21:41:41.391515
PO0000275,V04806,E-markets,203,2026-01-21 18:47:40,2026-08-12 21:41:41.391515
PO0000276,V04997,Metrics,967,2024-08-30 07:11:17,2026-08-12 21:41:41.391515
PO0000277,V00699,E-markets,291,2025-12-16 11:46:57,2026-08-12 21:41:41.391515
PO0000278,V02042,Experiences,911,2024-06-16 05:56:34,2026-08-12 21:41:41.391515
PO0000279,V03688,Relationships,549,2025-02-01 00:52:12,2026-08-12 21:41:41.391515
PO0000280,V03643,E-commerce,717,2025-11-20 21:57:58,2026-08-12 21:41:41.391515
PO0000281,V02282,Bandwidth,818,2024-12-03 23:22:09,2026-08-12 21:41:41.391515
PO0000282,V00295,Channels,66,2025-05-20 04:39:08,2026-08-12 21:41:41.391515
PO0000283,V00288,Infrastructures,731,2025-09-14 18:39:48,2026-08-12 21:41:41.391515
PO0000284,V00924,Users,43,2026-03-27 03:25:56,2026-08-12 21:41:41.391515
PO0000285,V01343,Niches,614,2026-03-05 04:36:50,2026-08-12 21:41:41.391515
PO0000286,V00283,Metrics,163,2024-07-14 12:10:35,2026-08-12 21:41:41.391515
PO0000287,V03911,Web-readiness,308,2025-10-22 10:26:35,2026-08-12 21:41:41.391515
PO0000288,V00554,E-services,93,2025-02-01 07:53:04,2026-08-12 21:41:41.391515
PO0000289,V01400,Metrics,522,2025-06-10 03:18:32,2026-08-12 21:41:41.391515
PO0000290,V00081,Schemas,257,2024-08-15 08:29:24,2026-08-12 21:41:41.391515
PO0000291,V01735,Platforms,613,2026-02-22 13:07:24,2026-08-12 21:41:41.391515
PO0000292,V03345,Niches,563,2025-03-22 05:22:17,2026-08-12 21:41:41.391515
PO0000293,V03262,Users,598,2025-06-14 02:37:51,2026-08-12 21:41:41.391515
PO0000294,V03163,Systems,618,2025-03-08 00:32:09,2026-08-12 21:41:41.391515
PO0000295,V03730,Bandwidth,11,2025-06-08 03:56:32,2026-08-12 21:41:41.391515
PO0000296,V01009,Info-mediaries,721,2025-05-10 23:35:53,2026-08-12 21:41:41.391515
PO0000297,V04294,E-services,922,2025-02-23 19:59:51,2026-08-12 21:41:41.391515
PO0000298,V03901,Niches,148,2024-12-05 10:26:50,2026-08-12 21:41:41.391515
PO0000299,V01615,Paradigms,109,2026-03-13 02:38:19,2026-08-12 21:41:41.391515
PO0000300,V00722,Architectures,301,2024-04-24 13:26:16,2026-08-12 21:41:41.391515
PO0000301,V03193,Users,807,2024-07-07 18:31:38,2026-08-12 21:41:41.391515
PO0000302,V04509,Roi,90,2025-12-02 02:15:51,2026-08-12 21:41:41.391515
PO0000303,V02228,Info-mediaries,719,2025-07-14 17:16:22,2026-08-12 21:41:41.391515
PO0000304,V02949,Users,309,2024-07-12 05:47:28,2026-08-12 21:41:41.391515
PO0000305,V01783,Infrastructures,644,2025-06-04 07:43:14,2026-08-12 21:41:41.391515
PO0000307,V00383,Users,353,2024-11-07 14:53:36,2026-08-12 21:41:41.391515
PO0000308,V04002,Channels,353,2025-06-24 01:50:22,2026-08-12 21:41:41.391515
PO0000309,V04207,Schemas,918,2025-06-09 06:56:24,2026-08-12 21:41:41.391515
PO0000311,V00609,Info-mediaries,965,2025-02-14 12:18:06,2026-08-12 21:41:41.391515
PO0000312,V03810,E-services,383,2024-12-14 06:01:11,2026-08-12 21:41:41.391515
PO0000313,V01495,Roi,759,2024-12-11 08:52:32,2026-08-12 21:41:41.391515
PO0000314,V02412,Info-mediaries,937,2025-11-21 14:37:07,2026-08-12 21:41:41.391515
PO0000315,V02016,Services,216,2024-07-30 18:00:48,2026-08-12 21:41:41.391515
PO0000316,V04060,Experiences,557,2026-01-28 06:11:18,2026-08-12 21:41:41.391515
PO0000318,V04830,Networks,119,2025-09-23 07:12:58,2026-08-12 21:41:41.391515
PO0000319,V02632,Niches,883,2024-04-18 18:04:23,2026-08-12 21:41:41.391515
PO0000321,V03442,Paradigms,846,2025-12-26 04:49:38,2026-08-12 21:41:41.391515
PO0000322,V00990,Solutions,448,2025-02-13 14:00:05,2026-08-12 21:41:41.391515
PO0000323,V01617,Paradigms,485,2024-09-03 00:01:31,2026-08-12 21:41:41.391515
PO0000324,V04538,Niches,207,2025-07-04 18:04:09,2026-08-12 21:41:41.391515
PO0000325,V03178,Solutions,99,2026-04-08 20:37:51,2026-08-12 21:41:41.391515
PO0000326,V00840,E-services,226,2025-05-13 07:00:40,2026-08-12 21:41:41.391515
PO0000327,V00752,Systems,587,2026-03-30 03:34:11,2026-08-12 21:41:41.391515
PO0000328,V00453,E-tailers,464,2026-04-12 06:04:48,2026-08-12 21:41:41.391515
PO0000329,V03766,Action-items,201,2025-05-09 16:21:51,2026-08-12 21:41:41.391515
PO0000330,V03167,Web-readiness,923,2025-03-27 12:12:22,2026-08-12 21:41:41.391515
PO0000331,V02517,Paradigms,561,2025-08-26 18:35:48,2026-08-12 21:41:41.391515
